onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	Reward_trial
8.433836	0.792148	city	2	1	0.695295	0.695295	0	1	0	0	CorrectCommission	1.019018	1.019018	0	1
9.226045	0.792269	city	5	1	0.596556	0.596556	0	1	0	0	CorrectCommission	0.195220	1.101512	0	1
10.018310	0.792260	mountain	5	0	0.000000	0.454597	1	0	0	0	CorrectOmission	1.940949	1.180680	0	1
10.810572	0.792264	city	10	1	0.457732	0.457732	0	1	0	0	CorrectCommission	1.902397	1.253802	0	1
11.602946	0.792484	city	5	1	0.794274	0.794274	0	1	0	0	CorrectCommission	2.236207	1.319405	0	1
12.395212	0.792048	city	10	1	0.457828	0.457828	0	1	0	0	CorrectCommission	1.901218	1.377498	0	1
13.187396	0.792319	city	1	1	0.452778	0.452778	0	1	0	0	CorrectCommission	1.963313	1.429551	0	1
13.979769	0.792426	city	4	1	0.497318	0.497318	0	1	0	0	CorrectCommission	1.415586	1.478085	0	1
14.772007	0.792051	city	9	1	0.497367	0.497367	0	1	0	0	CorrectCommission	1.414991	1.526101	0	1
15.564218	0.792369	city	4	1	0.504074	0.504074	0	1	0	0	CorrectCommission	1.332502	1.576272	0	1
16.356535	0.792266	city	5	1	0.596259	0.596259	0	1	0	0	CorrectCommission	0.198864	1.630234	0	1
17.148760	0.792183	city	8	1	0.596115	0.596115	0	1	0	0	CorrectCommission	0.200631	1.688045	0	1
17.940969	0.792235	city	7	1	0.504613	0.504613	0	1	0	0	CorrectCommission	1.325884	1.747946	0	1
18.733328	0.792484	city	9	1	0.448551	0.448551	0	1	0	0	CorrectCommission	2.015301	1.806524	0	1
19.525648	0.792157	city	1	1	0.361714	0.361714	0	1	0	0	CorrectCommission	3.083166	1.859218	0	1
20.317814	0.792172	city	3	1	0.447643	0.447643	0	1	0	0	CorrectCommission	2.026460	1.901040	0	1
21.110023	0.792249	city	7	1	0.358530	0.358530	0	1	0	0	CorrectCommission	3.122330	1.927491	0	1
21.902334	0.792373	city	5	1	0.398152	0.398152	0	1	0	0	CorrectCommission	2.635080	1.935253	0	1
