onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	Reward_trial
8.421745	0.795792	city	9	1	0.996793	0.996793	0	1	0	0	CorrectCommission	3.892215	3.892215	0	1
9.217540	0.795797	city	8	1	0.608211	0.608211	0	1	0	0	CorrectCommission	0.858816	3.587786	0	1
10.013382	0.795886	mountain	5	0	0.000000	0.557149	1	0	0	0	CorrectOmission	1.483131	3.295510	0	1
10.809183	0.795717	city	4	1	0.601569	0.601569	0	1	0	0	CorrectCommission	0.940022	3.026062	0	1
11.604998	0.795912	city	7	1	0.499434	0.499434	0	1	0	0	CorrectCommission	2.188783	2.787600	0	1
12.400819	0.795729	mountain	10	1	0.798411	0.798411	0	0	1	0	CommissionError	1.466687	2.584937	0	1
13.196584	0.795801	city	3	1	0.450122	0.450122	0	1	0	0	CorrectCommission	2.791698	2.419402	0	1
13.992422	0.795876	city	6	1	0.549646	0.549646	0	1	0	0	CorrectCommission	1.574869	2.289052	0	1
14.788206	0.795692	city	9	1	0.550052	0.550052	0	1	0	0	CorrectCommission	1.569904	2.189403	0	1
15.583954	0.795804	city	2	1	0.506555	0.506555	0	1	0	0	CorrectCommission	2.101719	2.114254	0	1
16.379757	0.795801	city	4	1	0.499561	0.499561	0	1	0	0	CorrectCommission	2.187231	2.056712	0	1
17.175667	0.796018	city	3	1	0.459415	0.459415	0	1	0	0	CorrectCommission	2.678078	2.010087	0	1
17.971468	0.795586	city	10	1	0.464352	0.464352	0	1	0	0	CorrectCommission	2.617719	1.968553	0	1
18.767160	0.795797	city	9	1	0.549275	0.549275	0	1	0	0	CorrectCommission	1.579396	1.927617	0	1
19.562962	0.795805	city	6	1	0.797887	0.797887	0	1	0	0	CorrectCommission	1.460278	1.884290	0	1
20.358765	0.795802	mountain	2	1	0.449734	0.449734	0	0	1	0	CommissionError	2.796443	1.836952	0	1
21.154564	0.795798	city	1	1	0.499780	0.499780	0	1	0	0	CorrectCommission	2.184559	1.785095	0	1
21.950365	0.795801	city	6	1	0.570288	0.570288	0	1	0	0	CorrectCommission	1.322482	1.728955	0	1
22.746277	0.796022	city	4	1	0.549710	0.549710	0	1	0	0	CorrectCommission	1.574081	1.669110	0	1
23.542187	0.795801	city	2	1	0.611020	0.611020	0	1	0	0	CorrectCommission	0.824473	1.606081	0	1
