onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	Reward_trial
8.433869	0.792156	city	5	1	0.800521	0.800521	0	1	0	0	CorrectCommission	1.004618	1.004618	0	1
9.226110	0.792326	city	9	1	0.601126	0.601126	0	1	0	0	CorrectCommission	1.184993	0.943581	0	1
10.018373	0.792202	city	2	1	0.546722	0.546722	0	1	0	0	CorrectCommission	1.782423	0.882165	0	1
10.810662	0.792375	city	5	1	0.645743	0.645743	0	1	0	0	CorrectCommission	0.695041	0.820287	0	1
11.602935	0.792171	city	7	1	0.645983	0.645983	0	1	0	0	CorrectCommission	0.692408	0.758464	0	1
12.395144	0.792249	mountain	8	0	0.000000	0.769958	1	0	0	0	CorrectOmission	0.669002	0.697904	1	1
13.187409	0.792281	mountain	10	1	0.844277	0.844277	0	0	1	0	CommissionError	1.485117	0.640417	1	1
13.979676	0.792254	city	1	1	0.695547	0.695547	0	1	0	0	CorrectCommission	0.148136	0.588320	1	1
14.772042	0.792478	city	3	1	0.705104	0.705104	0	1	0	0	CorrectCommission	0.043188	0.544107	1	1
15.564306	0.792049	city	6	1	0.695359	0.695359	0	1	0	0	CorrectCommission	0.150193	0.510045	1	1
16.356462	0.792263	mountain	6	0	0.000000	0.703871	1	0	0	0	CorrectOmission	0.056721	0.487870	1	1
17.148726	0.792266	city	2	1	0.712224	0.712224	0	1	0	0	CorrectCommission	0.035003	0.478478	1	1
17.940990	0.792263	city	3	1	0.702003	0.702003	0	1	0	0	CorrectCommission	0.077241	0.481770	1	1
18.733364	0.792483	city	7	1	0.695313	0.695313	0	1	0	0	CorrectCommission	0.150698	0.496649	1	1
19.525631	0.792050	city	10	1	0.695149	0.695149	0	1	0	0	CorrectCommission	0.152497	0.521147	1	1
20.317795	0.792280	city	9	1	0.597184	0.597184	0	1	0	0	CorrectCommission	1.228282	0.552684	1	1
21.110058	0.792245	city	5	1	0.708867	0.708867	0	1	0	0	CorrectCommission	0.001858	0.588367	1	1
21.902313	0.792267	city	1	1	0.546845	0.546845	0	1	0	0	CorrectCommission	1.781074	0.625352	1	1
22.694580	0.792268	mountain	9	0	0.000000	0.618811	1	0	0	0	CorrectOmission	0.990792	0.661018	1	1
23.486847	0.792265	city	4	1	0.744781	0.744781	0	1	0	0	CorrectCommission	0.392520	0.693251	1	1
24.279112	0.792265	city	7	1	0.744770	0.744770	0	1	0	0	CorrectCommission	0.392400	0.720512	1	1
25.071407	0.792328	city	5	1	0.602927	0.602927	0	1	0	0	CorrectCommission	1.165217	0.741807	1	1
25.863779	0.792416	city	4	1	0.646023	0.646023	0	1	0	0	CorrectCommission	0.691969	0.756693	0	1
26.656120	0.792265	city	7	1	0.645961	0.645961	0	1	0	0	CorrectCommission	0.692651	0.765265	0	1
27.448290	0.792073	city	1	1	0.596060	0.596060	0	1	0	0	CorrectCommission	1.240629	0.768042	0	1
28.240553	0.792454	city	2	1	0.707167	0.707167	0	1	0	0	CorrectCommission	0.020534	0.765948	0	1
29.032913	0.792266	city	8	1	0.546860	0.546860	0	1	0	0	CorrectCommission	1.780906	0.760288	0	1
29.825071	0.792052	mountain	4	0	0.000000	0.613652	1	0	0	0	CorrectOmission	1.047444	0.752581	1	1
30.617228	0.792261	city	8	1	0.699515	0.699515	0	1	0	0	CorrectCommission	0.104562	0.744500	1	1
31.409544	0.792371	city	4	1	0.596419	0.596419	0	1	0	0	CorrectCommission	1.236679	0.737709	1	1
32.201847	0.792232	city	10	1	0.646111	0.646111	0	1	0	0	CorrectCommission	0.691007	0.733574	1	1
32.994110	0.792298	city	1	1	0.744704	0.744704	0	1	0	0	CorrectCommission	0.391673	0.733002	1	1
33.786339	0.792155	city	10	1	0.695223	0.695223	0	1	0	0	CorrectCommission	0.151684	0.736241	1	1
34.578548	0.792265	city	3	1	0.695300	0.695300	0	1	0	0	CorrectCommission	0.150849	0.742786	1	1
35.370838	0.792316	city	5	1	0.646230	0.646230	0	1	0	0	CorrectCommission	0.689695	0.751437	1	1
36.163105	0.792219	city	6	1	0.745262	0.745262	0	1	0	0	CorrectCommission	0.397803	0.760442	0	1
36.955345	0.792260	city	7	1	0.607396	0.607396	0	1	0	0	CorrectCommission	1.116138	0.767827	0	1
37.747639	0.792325	city	5	1	0.562275	0.562275	0	1	0	0	CorrectCommission	1.611631	0.771716	0	1
38.539906	0.792208	city	1	1	0.562041	0.562041	0	1	0	0	CorrectCommission	1.614196	0.770753	0	1
39.332138	0.792260	city	9	1	0.596229	0.596229	0	1	0	0	CorrectCommission	1.238773	0.764288	0	1
40.124401	0.792266	city	1	1	0.695280	0.695280	0	1	0	0	CorrectCommission	0.151068	0.752576	1	1
40.916721	0.792373	city	6	1	0.646445	0.646445	0	1	0	0	CorrectCommission	0.687329	0.736718	1	1
41.708984	0.792156	city	9	1	0.614451	0.614451	0	1	0	0	CorrectCommission	1.038673	0.718417	1	1
42.501194	0.792264	city	4	1	0.656198	0.656198	0	1	0	0	CorrectCommission	0.580234	0.699711	1	1
43.293465	0.792273	mountain	6	0	0.000000	0.723776	1	0	0	0	CorrectOmission	0.161862	0.682669	1	1
44.085728	0.792256	city	7	1	0.744932	0.744932	0	1	0	0	CorrectCommission	0.394183	0.669022	1	1
44.878044	0.792374	city	1	1	0.647413	0.647413	0	1	0	0	CorrectCommission	0.676702	0.659917	1	1
45.670315	0.792170	mountain	6	0	0.000000	0.686526	1	0	0	0	CorrectOmission	0.247189	0.655803	1	1
46.462524	0.792250	mountain	8	0	0.000000	0.769488	1	0	0	0	CorrectOmission	0.663834	0.656407	1	1
47.254799	0.792294	city	3	1	0.803513	0.803513	0	1	0	0	CorrectCommission	1.037478	0.660854	1	1
48.047119	0.792346	city	7	1	0.695819	0.695819	0	1	0	0	CorrectCommission	0.145143	0.667873	1	1
48.839367	0.792154	city	6	1	0.660725	0.660725	0	1	0	0	CorrectCommission	0.530523	0.676060	1	1
49.631603	0.792318	city	4	1	0.647760	0.647760	0	1	0	0	CorrectCommission	0.672894	0.684134	1	1
50.423870	0.792215	city	8	1	0.546673	0.546673	0	1	0	0	CorrectCommission	1.782954	0.691176	1	1
51.216145	0.792331	city	6	1	0.596316	0.596316	0	1	0	0	CorrectCommission	1.237810	0.696758	1	1
52.008461	0.792306	mountain	2	0	0.000000	0.702047	1	0	0	0	CorrectOmission	0.076755	0.701045	1	1
52.800694	0.792163	city	1	1	0.744640	0.744640	0	1	0	0	CorrectCommission	0.390973	0.704702	1	1
53.592911	0.792265	city	9	1	0.604872	0.604872	0	1	0	0	CorrectCommission	1.143863	0.708703	1	1
54.385170	0.792260	mountain	10	1	0.713165	0.713165	0	0	1	0	CommissionError	0.045342	0.714120	1	1
55.177540	0.792480	city	5	1	0.609967	0.609967	0	1	0	0	CorrectCommission	1.087905	0.721932	1	1
55.969807	0.792052	city	3	1	0.645901	0.645901	0	1	0	0	CorrectCommission	0.693306	0.732747	1	1
56.762074	0.792478	city	8	1	0.695320	0.695320	0	1	0	0	CorrectCommission	0.150622	0.746734	1	1
57.554337	0.792049	city	3	1	0.744672	0.744672	0	1	0	0	CorrectCommission	0.391319	0.763574	0	1
58.346493	0.792264	city	8	1	0.596204	0.596204	0	1	0	0	CorrectCommission	1.239044	0.782457	0	1
59.138756	0.792262	city	9	1	0.645721	0.645721	0	1	0	0	CorrectCommission	0.695284	0.802237	0	1
59.931046	0.792320	city	6	1	0.602843	0.602843	0	1	0	0	CorrectCommission	1.166136	0.821687	0	1
60.723320	0.792227	mountain	3	0	0.000000	0.733016	1	0	0	0	CorrectOmission	0.263325	0.839689	0	1
61.515579	0.792296	city	2	1	0.794779	0.794779	0	1	0	0	CorrectCommission	0.941569	0.855457	0	1
62.307838	0.792222	city	3	1	0.546675	0.546675	0	1	0	0	CorrectCommission	1.782934	0.868643	0	1
63.100101	0.792298	city	5	1	0.596687	0.596687	0	1	0	0	CorrectCommission	1.233743	0.879415	0	1
63.892365	0.792230	city	3	1	0.794436	0.794436	0	1	0	0	CorrectCommission	0.937795	0.888412	0	1
