onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	Reward_trial
8.433878	0.792049	city	7	1	0.745141	0.745141	0	1	0	0	CorrectCommission	0.014194	0.014194	1	1
9.226033	0.792262	city	6	1	0.744765	0.744765	0	1	0	0	CorrectCommission	0.016790	0.049389	1	1
10.018302	0.792275	city	4	1	0.695454	0.695454	0	1	0	0	CorrectCommission	0.357749	0.083870	1	1
10.810676	0.792473	city	2	1	0.695504	0.695504	0	1	0	0	CorrectCommission	0.357405	0.116967	1	1
11.602947	0.792071	mountain	3	0	0.000000	0.724435	1	0	0	0	CorrectOmission	0.157363	0.148058	1	1
12.395104	0.792244	mountain	4	0	0.000000	0.755180	1	0	0	0	CorrectOmission	0.055224	0.176616	1	1
13.187467	0.792481	city	3	1	0.760674	0.760674	0	1	0	0	CorrectCommission	0.093208	0.202207	1	1
13.979839	0.792264	city	1	1	0.713849	0.713849	0	1	0	0	CorrectCommission	0.230561	0.224482	1	1
14.772103	0.792265	city	7	1	0.695092	0.695092	0	1	0	0	CorrectCommission	0.360253	0.243203	1	1
15.564260	0.792047	mountain	1	0	0.000000	0.691974	1	0	0	0	CorrectOmission	0.381812	0.258236	1	1
16.356359	0.792154	city	4	1	0.695358	0.695358	0	1	0	0	CorrectCommission	0.358418	0.269596	1	1
17.148624	0.792376	city	1	1	0.696105	0.696105	0	1	0	0	CorrectCommission	0.353251	0.277439	1	1
17.940947	0.792266	city	6	1	0.649578	0.649578	0	1	0	0	CorrectCommission	0.674961	0.282055	1	1
18.733212	0.792264	city	8	1	0.745228	0.745228	0	1	0	0	CorrectCommission	0.013591	0.283853	1	1
19.525478	0.792270	city	1	1	0.711481	0.711481	0	1	0	0	CorrectCommission	0.246937	0.283353	1	1
20.317743	0.792258	city	10	1	0.696175	0.696175	0	1	0	0	CorrectCommission	0.352764	0.281105	1	1
21.110035	0.792327	city	7	1	0.712333	0.712333	0	1	0	0	CorrectCommission	0.241040	0.277657	1	1
21.902409	0.792420	city	2	1	0.695189	0.695189	0	1	0	0	CorrectCommission	0.359585	0.273513	1	1
22.694696	0.792156	city	5	1	0.745018	0.745018	0	1	0	0	CorrectCommission	0.015046	0.269101	1	1
23.486853	0.792157	city	4	1	0.701802	0.701802	0	1	0	0	CorrectCommission	0.313861	0.264767	1	1
24.279118	0.792372	city	9	1	0.695666	0.695666	0	1	0	0	CorrectCommission	0.356286	0.260753	1	1
25.071392	0.792174	city	10	1	0.745390	0.745390	0	1	0	0	CorrectCommission	0.012473	0.257221	1	1
25.863602	0.792246	city	1	1	0.645759	0.645759	0	1	0	0	CorrectCommission	0.701370	0.254272	1	1
26.655886	0.792323	city	8	1	0.745100	0.745100	0	1	0	0	CorrectCommission	0.014473	0.251925	1	1
27.448151	0.792205	city	2	1	0.768764	0.768764	0	1	0	0	CorrectCommission	0.149144	0.250162	1	1
28.240396	0.792286	city	5	1	0.659625	0.659625	0	1	0	0	CorrectCommission	0.605494	0.248872	1	1
29.032663	0.792248	city	9	1	0.747210	0.747210	0	1	0	0	CorrectCommission	0.000110	0.247851	1	1
29.825026	0.792478	mountain	8	0	0.000000	0.766222	1	0	0	0	CorrectOmission	0.131573	0.246827	1	1
30.617292	0.792055	city	10	1	0.744612	0.744612	0	1	0	0	CorrectCommission	0.017852	0.245432	1	1
31.409451	0.792261	city	9	1	0.710327	0.710327	0	1	0	0	CorrectCommission	0.254911	0.243246	1	1
32.201714	0.792265	city	1	1	0.658300	0.658300	0	1	0	0	CorrectCommission	0.614652	0.239853	1	1
32.993977	0.792264	city	6	1	0.706998	0.706998	0	1	0	0	CorrectCommission	0.277933	0.234907	1	1
33.786240	0.792261	mountain	5	0	0.000000	0.717273	1	0	0	0	CorrectOmission	0.206883	0.228238	1	1
34.578560	0.792374	city	8	1	0.708327	0.708327	0	1	0	0	CorrectCommission	0.268739	0.219895	1	1
35.370823	0.792155	city	4	1	0.699361	0.699361	0	1	0	0	CorrectCommission	0.330738	0.210179	1	1
36.163033	0.792267	city	3	1	0.794457	0.794457	0	1	0	0	CorrectCommission	0.326804	0.199664	1	1
36.955299	0.792263	mountain	10	0	0.000000	0.761340	1	0	0	0	CorrectOmission	0.097812	0.189124	1	1
37.747562	0.792266	city	7	1	0.708626	0.708626	0	1	0	0	CorrectCommission	0.266678	0.179466	1	1
38.539829	0.792265	city	2	1	0.744933	0.744933	0	1	0	0	CorrectCommission	0.015633	0.171608	1	1
39.332096	0.792271	city	5	1	0.745150	0.745150	0	1	0	0	CorrectCommission	0.014132	0.166364	1	1
40.124359	0.792255	city	6	1	0.745078	0.745078	0	1	0	0	CorrectCommission	0.014628	0.164342	1	1
40.916622	0.792266	city	3	1	0.744776	0.744776	0	1	0	0	CorrectCommission	0.016717	0.165865	1	1
41.708942	0.792374	city	10	1	0.744940	0.744940	0	1	0	0	CorrectCommission	0.015581	0.170931	1	1
42.501259	0.792263	city	8	1	0.794179	0.794179	0	1	0	0	CorrectCommission	0.324878	0.179245	1	1
43.293579	0.792375	city	7	1	0.745020	0.745020	0	1	0	0	CorrectCommission	0.015028	0.190242	1	1
44.085842	0.792156	city	2	1	0.745033	0.745033	0	1	0	0	CorrectCommission	0.014943	0.203217	1	1
44.878109	0.792373	mountain	8	0	0.000000	0.802568	1	0	0	0	CorrectOmission	0.382884	0.217409	1	1
45.670372	0.792154	city	10	1	0.843668	0.843668	0	1	0	0	CorrectCommission	0.667069	0.232086	1	1
46.462528	0.792157	city	9	1	0.794375	0.794375	0	1	0	0	CorrectCommission	0.326231	0.246648	1	1
47.254848	0.792483	city	10	1	0.709203	0.709203	0	1	0	0	CorrectCommission	0.262682	0.260640	1	1
48.047115	0.792051	city	1	1	0.744671	0.744671	0	1	0	0	CorrectCommission	0.017445	0.273756	1	1
48.839378	0.792479	city	9	1	0.745167	0.745167	0	1	0	0	CorrectCommission	0.014014	0.285827	1	1
49.631645	0.792048	city	10	1	0.695033	0.695033	0	1	0	0	CorrectCommission	0.360664	0.296767	1	1
50.423908	0.792479	city	6	1	0.696095	0.696095	0	1	0	0	CorrectCommission	0.353319	0.306542	1	1
51.216179	0.792061	city	7	1	0.646148	0.646148	0	1	0	0	CorrectCommission	0.698676	0.315156	1	1
52.008335	0.792250	city	9	1	0.695392	0.695392	0	1	0	0	CorrectCommission	0.358179	0.322642	1	1
52.800701	0.792482	city	10	1	0.695981	0.695981	0	1	0	0	CorrectCommission	0.354106	0.329054	1	1
53.593075	0.792266	city	2	1	0.695627	0.695627	0	1	0	0	CorrectCommission	0.356553	0.334504	1	1
54.385239	0.792063	city	1	1	0.747128	0.747128	0	1	0	0	CorrectCommission	0.000451	0.339146	1	1
55.177395	0.792252	city	7	1	0.745412	0.745412	0	1	0	0	CorrectCommission	0.012320	0.343259	1	1
55.969707	0.792370	city	4	1	0.661181	0.661181	0	1	0	0	CorrectCommission	0.594729	0.347286	1	1
56.762024	0.792264	city	9	1	0.650731	0.650731	0	1	0	0	CorrectCommission	0.666989	0.351865	1	1
57.554237	0.792165	city	1	1	0.646545	0.646545	0	1	0	0	CorrectCommission	0.695930	0.357940	1	1
58.346451	0.792259	city	4	1	0.695381	0.695381	0	1	0	0	CorrectCommission	0.358258	0.366736	1	1
59.138710	0.792262	city	1	1	0.754322	0.754322	0	1	0	0	CorrectCommission	0.049290	0.379749	1	1
59.930981	0.792277	city	9	1	0.744840	0.744840	0	1	0	0	CorrectCommission	0.016276	0.398657	1	1
60.723248	0.792257	mountain	7	1	0.794450	0.794450	0	0	1	0	CommissionError	0.326756	0.425153	1	1
61.515503	0.792258	city	10	1	0.843821	0.843821	0	1	0	0	CorrectCommission	0.668127	0.460733	1	1
62.307877	0.792484	city	2	1	0.744812	0.744812	0	1	0	0	CorrectCommission	0.016469	0.506446	0	1
63.100143	0.792050	city	8	1	0.704612	0.704612	0	1	0	0	CorrectCommission	0.294427	0.562666	0	1
63.892353	0.792370	city	10	1	0.645963	0.645963	0	1	0	0	CorrectCommission	0.699955	0.628817	0	1
64.684639	0.792206	city	4	1	0.645919	0.645919	0	1	0	0	CorrectCommission	0.700258	0.703229	0	1
65.476906	0.792323	mountain	5	0	0.000000	0.716471	1	0	0	0	CorrectOmission	0.212431	0.783071	0	1
66.269142	0.792156	city	1	1	0.744687	0.744687	0	1	0	0	CorrectCommission	0.017334	0.864435	0	1
67.061356	0.792264	mountain	7	0	0.000000	0.617636	1	0	0	0	CorrectOmission	0.895825	0.942568	0	1
67.853729	0.792486	mountain	6	1	0.646060	0.646060	0	0	1	0	CommissionError	0.699288	1.012297	0	0
68.645996	0.792048	city	8	1	1.140701	1.140701	0	1	0	0	CorrectCommission	2.720893	1.068599	0	0
69.438210	0.792371	city	7	1	0.943128	0.943128	0	1	0	0	CorrectCommission	1.354782	1.107138	0	0
70.230576	0.792373	city	2	0	0.000000	1.066701	0	0	0	1	OmissionError	2.209224	1.124940	0	0
71.022789	0.792051	city	8	1	1.091170	1.091170	0	1	0	0	CorrectCommission	2.378417	1.120684	0	0
