onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	Reward_trial
8.433956	0.792090	city	4	1	0.796444	0.796444	0	1	0	0	CorrectCommission	1.268433	1.268433	0	0
9.226165	0.792329	city	1	1	0.942816	0.942816	0	1	0	0	CorrectCommission	2.392579	1.282108	0	0
10.018409	0.792158	city	2	1	0.745118	0.745118	0	1	0	0	CorrectCommission	0.874252	1.294157	0	0
10.810620	0.792265	city	7	1	0.497230	0.497230	0	1	0	0	CorrectCommission	1.029541	1.302933	0	0
11.602885	0.792265	city	2	1	0.407514	0.407514	0	1	0	0	CorrectCommission	1.718561	1.306650	0	0
12.395148	0.792261	city	1	1	0.462363	0.462363	0	1	0	0	CorrectCommission	1.297319	1.303403	0	0
13.187412	0.792267	city	6	1	0.497301	0.497301	0	1	0	0	CorrectCommission	1.028996	1.291297	0	0
13.979732	0.792371	city	9	1	0.414229	0.414229	0	1	0	0	CorrectCommission	1.666989	1.268598	0	0
14.771997	0.792161	mountain	10	1	0.497119	0.497119	0	0	1	0	CommissionError	1.030394	1.233931	0	0
15.564263	0.792370	city	1	1	0.447807	0.447807	0	1	0	0	CorrectCommission	1.409115	1.186612	0	0
16.356546	0.792195	mountain	5	1	0.348551	0.348551	0	0	1	0	CommissionError	2.171405	1.126822	0	0
17.148756	0.792224	mountain	1	1	0.357887	0.357887	0	0	1	0	CommissionError	2.099699	1.055801	0	0
17.941031	0.792326	city	4	1	0.546648	0.546648	0	1	0	0	CorrectCommission	0.650009	0.975926	0	0
18.733297	0.792207	city	2	1	0.460299	0.460299	0	1	0	0	CorrectCommission	1.313169	0.890588	0	0
19.525532	0.792262	city	8	1	0.546680	0.546680	0	1	0	0	CorrectCommission	0.649763	0.803866	0	0
20.317904	0.792483	mountain	6	0	0.000000	0.609317	1	0	0	0	CorrectOmission	0.168712	0.720219	1	0
21.110170	0.792050	city	1	1	0.645578	0.645578	0	1	0	0	CorrectCommission	0.109781	0.643949	1	0
21.902328	0.792263	city	3	1	0.652835	0.652835	0	1	0	0	CorrectCommission	0.165514	0.578765	1	0
22.694592	0.792263	city	4	1	0.645811	0.645811	0	1	0	0	CorrectCommission	0.111566	0.527391	1	0
23.486908	0.792372	mountain	2	0	0.000000	0.611452	1	0	0	0	CorrectOmission	0.152315	0.491312	1	0
24.279173	0.792159	city	1	1	0.596142	0.596142	0	1	0	0	CorrectCommission	0.269893	0.470621	1	0
25.071421	0.792336	city	3	1	0.646267	0.646267	0	1	0	0	CorrectCommission	0.115069	0.464129	1	0
25.863686	0.792193	city	9	1	0.596142	0.596142	0	1	0	0	CorrectCommission	0.269895	0.469550	1	0
26.655947	0.792326	city	7	1	0.546694	0.546694	0	1	0	0	CorrectCommission	0.649657	0.483783	1	0
27.448210	0.792200	city	1	1	0.609914	0.609914	0	1	0	0	CorrectCommission	0.164122	0.503395	1	0
28.240458	0.792297	city	7	1	0.609711	0.609711	0	1	0	0	CorrectCommission	0.165679	0.525030	1	0
29.032717	0.792221	city	1	1	0.466112	0.466112	0	1	0	0	CorrectCommission	1.268529	0.545791	1	0
29.824965	0.792277	city	8	1	0.511530	0.511530	0	1	0	0	CorrectCommission	0.919719	0.563547	1	0
30.617237	0.792266	mountain	9	0	0.000000	0.460442	1	0	0	0	CorrectOmission	1.312078	0.577167	1	0
31.409502	0.792264	city	8	1	0.457106	0.457106	0	1	0	0	CorrectCommission	1.337693	0.586466	1	0
32.201767	0.792269	city	7	1	0.645782	0.645782	0	1	0	0	CorrectCommission	0.111348	0.592095	1	0
