onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	Reward_trial
8.433754	0.792264	city	7	1	1.107788	1.107788	0	1	0	0	CorrectCommission	5.801381	5.801381	0	1
9.226049	0.792327	city	3	1	0.805524	0.805524	0	1	0	0	CorrectCommission	2.442708	5.088709	0	1
10.018326	0.792227	city	1	1	0.596699	0.596699	0	1	0	0	CorrectCommission	0.122314	4.402169	0	1
10.810559	0.792241	city	4	1	0.497474	0.497474	0	1	0	0	CorrectCommission	0.980244	3.765174	0	1
11.602810	0.792260	city	10	1	0.497193	0.497193	0	1	0	0	CorrectCommission	0.983363	3.196083	0	1
12.395073	0.792266	city	7	1	0.497331	0.497331	0	1	0	0	CorrectCommission	0.981834	2.706754	0	1
13.187448	0.792482	city	4	1	0.547046	0.547046	0	1	0	0	CorrectCommission	0.429416	2.301899	0	1
13.979712	0.792049	city	10	1	0.546669	0.546669	0	1	0	0	CorrectCommission	0.433600	1.979431	0	1
14.771924	0.792374	city	8	1	0.447825	0.447825	0	1	0	0	CorrectCommission	1.531929	1.731524	0	1
15.564243	0.792265	city	9	1	0.447583	0.447583	0	1	0	0	CorrectCommission	1.534621	1.546249	0	1
16.356483	0.792216	city	4	1	0.456580	0.456580	0	1	0	0	CorrectCommission	1.434648	1.409476	0	1
17.148695	0.792206	mountain	1	1	0.497141	0.497141	0	0	1	0	CommissionError	0.983941	1.306661	0	1
17.940929	0.792265	mountain	10	1	0.414758	0.414758	0	0	1	0	CommissionError	1.899364	1.224449	0	1
18.733194	0.792267	city	9	1	0.447808	0.447808	0	1	0	0	CorrectCommission	1.532121	1.151785	0	1
19.525459	0.792260	city	10	1	0.462355	0.462355	0	1	0	0	CorrectCommission	1.370478	1.080677	0	1
20.317776	0.792373	city	3	1	0.415706	0.415706	0	1	0	0	CorrectCommission	1.888825	1.006374	0	1
21.110149	0.792375	city	7	1	0.461169	0.461169	0	1	0	0	CorrectCommission	1.383651	0.927211	0	1
21.902384	0.792095	city	2	1	0.497071	0.497071	0	1	0	0	CorrectCommission	0.984719	0.844155	0	1
22.694542	0.792223	city	7	1	0.596363	0.596363	0	1	0	0	CorrectCommission	0.118581	0.760103	0	1
23.486891	0.792477	mountain	10	0	0.000000	0.580121	1	0	0	0	CorrectOmission	0.061895	0.679140	1	1
24.279161	0.792062	city	1	1	0.547145	0.547145	0	1	0	0	CorrectCommission	0.428317	0.605720	1	1
25.071325	0.792269	city	4	1	0.596234	0.596234	0	1	0	0	CorrectCommission	0.117143	0.544090	1	1
25.863585	0.792247	city	1	1	0.555551	0.555551	0	1	0	0	CorrectCommission	0.334909	0.497844	1	1
