onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	Reward_trial
8.433945	0.792156	city	10	1	0.561738	0.561738	0	1	0	0	CorrectCommission	0.394788	0.394788	1	1
9.226131	0.792216	city	7	1	0.447645	0.447645	0	1	0	0	CorrectCommission	1.256673	0.479456	1	1
10.018341	0.792204	city	8	1	0.497164	0.497164	0	1	0	0	CorrectCommission	0.882591	0.562586	1	1
10.810575	0.792264	mountain	3	0	0.000000	0.505470	1	0	0	0	CorrectOmission	0.819849	0.642752	1	1
11.602840	0.792265	city	10	1	0.497253	0.497253	0	1	0	0	CorrectCommission	0.881917	0.718631	0	1
12.395104	0.792264	city	7	1	0.497207	0.497207	0	1	0	0	CorrectCommission	0.882267	0.789011	0	1
13.187424	0.792374	city	3	1	0.497183	0.497183	0	1	0	0	CorrectCommission	0.882449	0.852747	0	1
13.979689	0.792156	city	8	1	0.497375	0.497375	0	1	0	0	CorrectCommission	0.880996	0.908648	0	1
14.772008	0.792482	city	2	1	0.448191	0.448191	0	1	0	0	CorrectCommission	1.252546	0.955399	0	1
15.564283	0.792070	city	6	1	0.596651	0.596651	0	1	0	0	CorrectCommission	0.131044	0.991560	0	1
16.356440	0.792242	city	4	1	0.497123	0.497123	0	1	0	0	CorrectCommission	0.882899	1.015723	0	1
17.148802	0.792483	city	5	1	0.447831	0.447831	0	1	0	0	CorrectCommission	1.255266	1.026626	0	1
17.941175	0.792264	mountain	10	1	0.298917	0.298917	0	0	1	0	CommissionError	2.380197	1.023505	0	1
18.733440	0.792265	city	1	1	0.448055	0.448055	0	1	0	0	CorrectCommission	1.253576	1.006341	0	1
19.525650	0.792156	city	9	1	0.397946	0.397946	0	1	0	0	CorrectCommission	1.632109	0.976175	0	1
20.317917	0.792374	city	7	1	0.398627	0.398627	0	1	0	0	CorrectCommission	1.626965	0.935081	0	1
21.110180	0.792155	city	6	1	0.451305	0.451305	0	1	0	0	CorrectCommission	1.229025	0.886123	0	1
21.902405	0.792293	city	8	1	0.562675	0.562675	0	1	0	0	CorrectCommission	0.387702	0.833045	0	1
22.694670	0.792236	city	6	1	0.645605	0.645605	0	1	0	0	CorrectCommission	0.238770	0.779841	0	1
23.486864	0.792155	city	10	1	0.645703	0.645703	0	1	0	0	CorrectCommission	0.239510	0.730218	0	1
24.279129	0.792375	city	3	1	0.645832	0.645832	0	1	0	0	CorrectCommission	0.240479	0.687125	1	1
25.071424	0.792214	city	2	1	0.603006	0.603006	0	1	0	0	CorrectCommission	0.083036	0.652407	1	1
25.863670	0.792277	city	6	1	0.695238	0.695238	0	1	0	0	CorrectCommission	0.613709	0.626645	1	1
26.655907	0.792196	city	4	1	0.610261	0.610261	0	1	0	0	CorrectCommission	0.028230	0.609138	1	1
27.448137	0.792266	city	9	1	0.546745	0.546745	0	1	0	0	CorrectCommission	0.508046	0.598222	1	1
28.240423	0.792306	city	8	1	0.452555	0.452555	0	1	0	0	CorrectCommission	1.219581	0.591566	1	1
29.032795	0.792437	city	5	1	0.457059	0.457059	0	1	0	0	CorrectCommission	1.185558	0.586631	1	1
29.825041	0.792056	city	2	1	0.548488	0.548488	0	1	0	0	CorrectCommission	0.494878	0.581112	1	1
