onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	Reward_trial
8.433869	0.792166	city	2	1	0.674266	0.674266	0	1	0	0	CorrectCommission	0.045578	0.045578	1	1
9.226135	0.792364	city	9	1	0.605319	0.605319	0	1	0	0	CorrectCommission	0.510045	0.165644	1	1
10.018395	0.792157	mountain	1	0	0.000000	0.537885	1	0	0	0	CorrectOmission	0.964320	0.281684	1	1
10.810714	0.792480	city	5	1	0.497117	0.497117	0	1	0	0	CorrectCommission	1.238956	0.390148	1	1
11.603016	0.792123	city	4	1	0.508169	0.508169	0	1	0	0	CorrectCommission	1.164504	0.488353	1	1
12.395198	0.792243	city	2	1	0.547109	0.547109	0	1	0	0	CorrectCommission	0.902182	0.574683	1	1
13.187427	0.792214	city	4	1	0.596558	0.596558	0	1	0	0	CorrectCommission	0.569059	0.648630	1	1
13.979664	0.792261	city	9	1	0.563627	0.563627	0	1	0	0	CorrectCommission	0.790906	0.710602	1	1
14.772036	0.792483	city	4	1	0.596343	0.596343	0	1	0	0	CorrectCommission	0.570512	0.761659	0	1
15.564329	0.792103	city	2	1	0.596034	0.596034	0	1	0	0	CorrectCommission	0.572591	0.803175	0	1
16.356514	0.792269	city	6	1	0.596308	0.596308	0	1	0	0	CorrectCommission	0.570746	0.836542	0	1
17.148752	0.792207	mountain	6	0	0.000000	0.549642	1	0	0	0	CorrectOmission	0.885117	0.862955	0	1
17.941042	0.792372	city	7	1	0.501453	0.501453	0	1	0	0	CorrectCommission	1.209742	0.883291	0	1
18.733307	0.792159	city	5	1	0.497161	0.497161	0	1	0	0	CorrectCommission	1.238655	0.898119	0	1
19.525518	0.792262	city	8	1	0.447725	0.447725	0	1	0	0	CorrectCommission	1.571685	0.907777	0	1
20.317781	0.792264	city	7	1	0.597007	0.597007	0	1	0	0	CorrectCommission	0.566038	0.912467	0	1
21.110126	0.792428	city	5	1	0.552953	0.552953	0	1	0	0	CorrectCommission	0.862808	0.912397	0	1
21.902391	0.792102	city	9	1	0.546583	0.546583	0	1	0	0	CorrectCommission	0.905721	0.907834	0	1
22.694576	0.792267	city	1	1	0.548203	0.548203	0	1	0	0	CorrectCommission	0.894809	0.899163	0	1
23.486897	0.792372	mountain	5	0	0.000000	0.547488	1	0	0	0	CorrectOmission	0.899629	0.886909	0	1
24.279188	0.792213	city	10	1	0.546580	0.546580	0	1	0	0	CorrectCommission	0.905743	0.871731	0	1
25.071453	0.792314	city	7	1	0.547623	0.547623	0	1	0	0	CorrectCommission	0.898714	0.854375	0	1
25.863689	0.792160	city	9	1	0.546727	0.546727	0	1	0	0	CorrectCommission	0.904750	0.835686	0	1
26.655901	0.792262	city	1	1	0.497625	0.497625	0	1	0	0	CorrectCommission	1.235530	0.816549	0	1
27.448164	0.792267	city	7	1	0.596213	0.596213	0	1	0	0	CorrectCommission	0.571385	0.797783	0	1
28.240437	0.792276	city	2	1	0.546690	0.546690	0	1	0	0	CorrectCommission	0.905001	0.780163	0	1
29.032701	0.792254	city	1	1	0.596636	0.596636	0	1	0	0	CorrectCommission	0.568539	0.764347	0	1
29.824959	0.792262	city	9	1	0.645828	0.645828	0	1	0	0	CorrectCommission	0.237153	0.750930	0	1
30.617222	0.792264	city	6	1	0.645708	0.645708	0	1	0	0	CorrectCommission	0.237961	0.740455	1	1
31.409487	0.792265	mountain	4	0	0.000000	0.571600	1	0	0	0	CorrectOmission	0.737192	0.733471	1	1
32.201763	0.792290	city	8	1	0.497522	0.497522	0	1	0	0	CorrectCommission	1.236226	0.730591	1	1
32.994030	0.792239	city	9	1	0.497489	0.497489	0	1	0	0	CorrectCommission	1.236445	0.732502	1	1
33.786282	0.792269	city	3	1	0.547008	0.547008	0	1	0	0	CorrectCommission	0.902857	0.739920	1	1
34.578548	0.792264	city	10	1	0.596203	0.596203	0	1	0	0	CorrectCommission	0.571455	0.753442	0	1
