onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	ThoughtProbe	ThoughtProbe_Interpolated
0.653115	1.279468	city	5	1	1.506248	1.506248	0	1	0	0	CorrectCommission	1.211788	1.211788	0	0	42
1.932677	1.279655	city	2	1	1.124672	1.124672	0	1	0	0	CorrectCommission	0.286338	1.100131	0	0	42
3.212289	1.279569	city	1	1	1.024665	1.024665	0	1	0	0	CorrectCommission	0.678981	0.992334	0	0	42
4.491887	1.279626	city	4	1	1.388793	1.388793	0	1	0	0	CorrectCommission	0.750641	0.891959	0	0	42
5.771494	1.279589	mountain	10	0	0.000000	1.392499	1	0	0	0	CorrectOmission	0.765191	0.802046	0	0	42
7.051070	1.279563	city	7	1	1.294870	1.294870	0	1	0	0	CorrectCommission	0.381887	0.724921	1	0	42
8.330557	1.279410	city	8	1	1.354995	1.354995	0	1	0	0	CorrectCommission	0.617944	0.662053	1	0	42
9.610123	1.279723	city	5	1	1.231297	1.231297	0	1	0	0	CorrectCommission	0.132287	0.613949	1	0	42
10.889748	1.279527	city	7	1	1.236383	1.236383	0	1	0	0	CorrectCommission	0.152255	0.580197	1	0	42
12.169325	1.279627	city	4	1	1.230425	1.230425	0	1	0	0	CorrectCommission	0.128866	0.559532	1	0	42
13.448865	1.279452	city	6	1	1.124382	1.124382	0	1	0	0	CorrectCommission	0.287477	0.550035	1	0	42
14.735126	1.293070	city	3	1	1.082220	1.082220	0	1	0	0	CorrectCommission	0.453012	0.549335	1	0	42
16.034771	1.306219	city	4	1	0.939951	0.939951	0	1	0	0	CorrectCommission	1.011583	0.554926	1	0	42
17.327660	1.279560	city	8	1	1.080072	1.080072	0	1	0	0	CorrectCommission	0.461446	0.564447	1	0	42
18.607162	1.279446	city	2	1	0.961510	0.961510	0	1	0	0	CorrectCommission	0.926938	0.575943	1	0	42
19.886686	1.279603	city	6	1	1.018060	1.018060	0	1	0	0	CorrectCommission	0.704913	0.588004	1	0	42
21.166346	1.279714	mountain	9	0	0.000000	0.985932	1	0	0	0	CorrectOmission	0.831052	0.599884	1	0	42
22.452644	1.292884	mountain	10	1	1.009938	1.009938	0	0	1	0	CommissionError	0.736803	0.611425	1	0	42
23.738899	1.279625	city	8	1	1.234888	1.234888	0	1	0	0	CorrectCommission	0.146387	0.622927	1	0	42
25.018499	1.279574	city	1	1	1.408844	1.408844	0	1	0	0	CorrectCommission	0.829366	0.634948	1	0	42
26.298012	1.279452	city	10	1	1.347232	1.347232	0	1	0	0	CorrectCommission	0.587466	0.648015	1	0	42
27.577610	1.279744	city	9	1	1.354380	1.354380	0	1	0	0	CorrectCommission	0.615530	0.662447	1	0	42
28.870571	1.306181	city	7	1	1.221165	1.221165	0	1	0	0	CorrectCommission	0.092510	0.678185	1	0	42
30.163462	1.279599	city	1	1	1.125561	1.125561	0	1	0	0	CorrectCommission	0.282849	0.694753	1	0	42
31.443033	1.279546	city	7	1	0.984964	0.984964	0	1	0	0	CorrectCommission	0.834854	0.711308	1	0	42
32.722614	1.279613	city	9	1	0.860595	0.860595	0	1	0	0	CorrectCommission	1.323145	0.726806	1	0	42
34.002216	1.279596	city	2	1	0.921326	0.921326	0	1	0	0	CorrectCommission	1.084707	0.740250	1	0	42
35.281799	1.279566	city	5	1	1.073948	1.073948	0	1	0	0	CorrectCommission	0.485490	0.750943	0	0	42
36.561295	1.279424	city	10	1	0.918483	0.918483	0	1	0	0	CorrectCommission	1.095867	0.758739	0	0	42
37.840866	1.279723	city	1	1	0.924676	0.924676	0	1	0	0	CorrectCommission	1.071552	0.764143	0	0	42
39.120522	1.279581	city	6	1	1.135019	1.135019	0	1	0	0	CorrectCommission	0.245714	0.768390	0	0	42
40.400021	1.279417	city	7	1	0.980634	0.980634	0	1	0	0	CorrectCommission	0.851853	0.773341	0	0	42
41.679596	1.279739	city	10	1	0.751432	0.751432	0	1	0	0	CorrectCommission	1.751737	0.781219	0	0	42
42.959251	1.279571	city	3	1	1.017605	1.017605	0	1	0	0	CorrectCommission	0.706700	0.794283	0	0	42
44.238731	1.279390	city	1	1	1.250016	1.250016	0	1	0	0	CorrectCommission	0.205780	0.814473	0	0	42
45.518314	1.279772	city	3	1	1.193663	1.193663	0	1	0	0	CorrectCommission	0.015469	0.842977	0	0	42
46.797989	1.279581	mountain	3	1	1.142384	1.142384	0	0	1	0	CommissionError	0.216798	0.879911	0	0	42
48.097485	1.319411	city	4	1	1.145496	1.145496	0	1	0	0	CorrectCommission	0.204581	0.924196	0	0	42
49.403721	1.293059	city	6	1	0.925801	0.925801	0	1	0	0	CorrectCommission	1.067139	0.973594	0	0	42
50.689964	1.279425	city	3	1	0.869586	0.869586	0	1	0	0	CorrectCommission	1.287844	1.024922	0	0	42
51.969467	1.279581	city	9	1	0.766423	0.766423	0	1	0	0	CorrectCommission	1.692880	1.074466	0	0	42
53.255798	1.293083	city	6	1	0.822761	0.822761	0	1	0	0	CorrectCommission	1.471687	1.118418	0	0	42
54.542126	1.279572	city	8	1	0.979956	0.979956	0	1	0	0	CorrectCommission	0.854514	1.153371	0	0	42
55.821697	1.279570	city	2	1	0.764637	0.764637	0	1	0	0	CorrectCommission	1.699891	1.176701	0	0	42
57.101269	1.279580	city	9	1	0.658544	0.658544	0	1	0	0	CorrectCommission	2.116429	1.186783	0	0	42
61.339863	7.197608	break	0	1	0.647467	0.647467	0	0	0	0	ThoughtProbe	2.159922	1.183068	0	42	42
65.578461	1.279589	city	3	1	1.390137	1.390137	0	1	0	0	CorrectCommission	0.755920	1.165986	0	0	4.197500e+01
66.858055	1.279596	city	9	1	1.550980	1.550980	0	1	0	0	CorrectCommission	1.387412	1.136729	0	0	4.195000e+01
68.137634	1.279554	city	10	1	1.390090	1.390090	0	1	0	0	CorrectCommission	0.755735	1.096910	0	0	4.192500e+01
69.417175	1.279540	city	2	1	1.358805	1.358805	0	1	0	0	CorrectCommission	0.632904	1.048359	0	0	4.190000e+01
70.696770	1.279643	city	6	1	1.283770	1.283770	0	1	0	0	CorrectCommission	0.338306	0.992872	0	0	4.187500e+01
71.976311	1.279438	city	10	1	0.963761	0.963761	0	1	0	0	CorrectCommission	0.918100	0.932153	0	0	4.185000e+01
73.255867	1.279681	city	2	1	0.857798	0.857798	0	1	0	0	CorrectCommission	1.334127	0.867861	0	0	4.182500e+01
74.535446	1.279476	city	3	1	1.710247	1.710247	0	1	0	0	CorrectCommission	2.012723	0.801709	0	0	4.180000e+01
75.815048	1.279724	city	6	1	1.551682	1.551682	0	1	0	0	CorrectCommission	1.390169	0.735575	1	0	4.177500e+01
77.094612	1.279397	city	4	1	1.247729	1.247729	0	1	0	0	CorrectCommission	0.196805	0.671564	1	0	4.175000e+01
78.374107	1.279600	mountain	10	0	0.000000	1.185288	1	0	0	0	CorrectOmission	0.048352	0.611958	1	0	4.172500e+01
79.653770	1.279733	mountain	1	0	0.000000	1.239006	1	0	0	0	CorrectOmission	0.162555	0.558998	1	0	4.170000e+01
80.933426	1.279570	city	4	1	1.283534	1.283534	0	1	0	0	CorrectCommission	0.337380	0.514659	1	0	4.167500e+01
82.212921	1.279426	city	7	1	1.193522	1.193522	0	1	0	0	CorrectCommission	0.016021	0.480398	1	0	4.165000e+01
83.492424	1.279579	city	4	1	1.175050	1.175050	0	1	0	0	CorrectCommission	0.088545	0.456945	1	0	4.162500e+01
84.772003	1.279580	city	7	1	1.234438	1.234438	0	1	0	0	CorrectCommission	0.144619	0.444184	1	0	4.160000e+01
86.051590	1.279597	city	4	1	1.128723	1.128723	0	1	0	0	CorrectCommission	0.270434	0.441181	1	0	4.157500e+01
87.331245	1.279711	city	8	1	0.991368	0.991368	0	1	0	0	CorrectCommission	0.809710	0.446322	1	0	4.155000e+01
88.610893	1.279586	city	1	1	1.231001	1.231001	0	1	0	0	CorrectCommission	0.131127	0.457570	1	0	4.152500e+01
