onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	ThoughtProbe	ThoughtProbe_Interpolated
0.652415	1.279350	city	7	1	1.802145	1.802145	0	1	0	0	CorrectCommission	1.930145	1.930145	0	0	72
1.945302	1.306425	city	5	1	1.580861	1.580861	0	1	0	0	CorrectCommission	0.930393	1.747042	0	0	72
3.238225	1.279421	city	9	1	1.291863	1.291863	0	1	0	0	CorrectCommission	0.375283	1.569905	0	0	72
4.517804	1.279737	city	5	1	1.239921	1.239921	0	1	0	0	CorrectCommission	0.609955	1.404163	0	0	72
5.797449	1.279553	city	2	1	1.070150	1.070150	0	1	0	0	CorrectCommission	1.376970	1.254234	0	0	72
7.077016	1.279581	city	10	1	1.190687	1.190687	0	1	0	0	CorrectCommission	0.832388	1.123196	0	0	72
8.356610	1.279608	city	2	1	1.177493	1.177493	0	1	0	0	CorrectCommission	0.891999	1.012672	0	0	72
9.642865	1.292902	mountain	7	0	0.000000	1.245992	1	0	0	0	CorrectOmission	0.582525	0.922777	0	0	72
10.929094	1.279555	city	2	1	1.338261	1.338261	0	1	0	0	CorrectCommission	0.165657	0.852323	0	0	72
12.208666	1.279588	city	7	1	1.396379	1.396379	0	1	0	0	CorrectCommission	0.096916	0.799068	0	0	72
13.488245	1.279571	mountain	4	0	0.000000	1.278370	1	0	0	0	CorrectOmission	0.436242	0.760062	0	0	72
14.767817	1.279574	city	2	1	1.123474	1.123474	0	1	0	0	CorrectCommission	1.136053	0.732002	0	0	72
16.060726	1.306242	city	5	1	1.070931	1.070931	0	1	0	0	CorrectCommission	1.373442	0.711569	1	0	72
17.353647	1.279601	city	10	1	1.129801	1.129801	0	1	0	0	CorrectCommission	1.107469	0.695749	1	0	72
18.633228	1.279560	city	5	1	1.482766	1.482766	0	1	0	0	CorrectCommission	0.487209	0.682030	1	0	72
19.926138	1.306260	city	9	1	1.417484	1.417484	0	1	0	0	CorrectCommission	0.192268	0.668511	1	0	72
