onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.417583	0.792297	city	5	1	1.007823	1.007823	0	1	0	0	CorrectCommission	2.688927	2.688927	0
9.209751	0.792039	city	2	1	0.645981	0.645981	0	1	0	0	CorrectCommission	0.843755	2.467377	0
10.002062	0.792583	city	9	1	0.645926	0.645926	0	1	0	0	CorrectCommission	0.844290	2.253081	0
10.794431	0.792154	city	3	1	0.599356	0.599356	0	1	0	0	CorrectCommission	1.298955	2.052526	0
11.586515	0.792016	city	8	1	0.843782	0.843782	0	1	0	0	CorrectCommission	1.087385	1.871034	0
12.378788	0.792529	city	6	1	0.645752	0.645752	0	1	0	0	CorrectCommission	0.845985	1.712345	0
13.171171	0.792237	city	5	1	0.746520	0.746520	0	1	0	0	CorrectCommission	0.137810	1.578430	0
13.963460	0.792341	city	10	1	0.447521	0.447521	0	1	0	0	CorrectCommission	2.781326	1.469494	0
14.755722	0.792183	city	5	1	0.595882	0.595882	0	1	0	0	CorrectCommission	1.332872	1.384057	0
15.547868	0.792109	city	4	1	0.860689	0.860689	0	1	0	0	CorrectCommission	1.252449	1.319553	0
16.340063	0.792281	city	7	1	0.612726	0.612726	0	1	0	0	CorrectCommission	1.168422	1.272416	0
17.132460	0.792513	city	8	1	0.794216	0.794216	0	1	0	0	CorrectCommission	0.603473	1.238568	0
17.924831	0.792228	city	1	1	0.655910	0.655910	0	1	0	0	CorrectCommission	0.746813	1.213757	0
18.717104	0.792319	city	4	1	0.652512	0.652512	0	1	0	0	CorrectCommission	0.779991	1.193840	0
19.509388	0.792246	city	5	1	0.596480	0.596480	0	1	0	0	CorrectCommission	1.327034	1.175055	0
20.301641	0.792265	mountain	1	0	0.000000	0.859309	1	0	0	0	CorrectOmission	1.238983	1.154281	0
21.093760	0.791968	city	4	1	0.992360	0.992360	0	1	0	0	CorrectCommission	2.537967	1.129145	0
21.885899	0.792313	city	8	1	0.546993	0.546993	0	1	0	0	CorrectCommission	1.810174	1.098078	0
22.678299	0.792485	city	1	1	0.614171	0.614171	0	1	0	0	CorrectCommission	1.154320	1.060484	0
23.470556	0.792030	city	9	1	0.744421	0.744421	0	1	0	0	CorrectCommission	0.117319	1.016584	0
24.262850	0.792560	city	3	1	0.596500	0.596500	0	1	0	0	CorrectCommission	1.326835	0.967352	0
25.055250	0.792240	city	2	1	0.610058	0.610058	0	1	0	0	CorrectCommission	1.194468	0.914196	0
25.847494	0.792247	city	4	1	0.694859	0.694859	0	1	0	0	CorrectCommission	0.366559	0.858964	0
26.639719	0.792202	city	8	1	0.602937	0.602937	0	1	0	0	CorrectCommission	1.263993	0.803713	0
27.431969	0.792296	city	1	1	0.653195	0.653195	0	1	0	0	CorrectCommission	0.773318	0.750395	1
28.224148	0.792062	city	8	1	0.744762	0.744762	0	1	0	0	CorrectCommission	0.120652	0.700806	1
29.016418	0.792483	city	10	1	0.744989	0.744989	0	1	0	0	CorrectCommission	0.122864	0.656434	1
29.808670	0.792020	city	8	1	0.744841	0.744841	0	1	0	0	CorrectCommission	0.121421	0.618324	1
30.600914	0.792467	city	6	1	0.893825	0.893825	0	1	0	0	CorrectCommission	1.575962	0.587107	1
31.393169	0.792043	city	2	1	0.755118	0.755118	0	1	0	0	CorrectCommission	0.221760	0.562864	1
32.185463	0.792543	city	4	1	0.794744	0.794744	0	1	0	0	CorrectCommission	0.608628	0.545453	1
32.977833	0.792195	city	8	1	0.744611	0.744611	0	1	0	0	CorrectCommission	0.119174	0.534348	1
33.770107	0.792353	mountain	9	0	0.000000	0.708753	1	0	0	0	CorrectOmission	0.230907	0.528851	1
