onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.421732	0.795821	city	9	1	0.798499	0.798499	0	1	0	0	CorrectCommission	0.943449	0.943449	0
9.217546	0.795808	city	3	1	0.506974	0.506974	0	1	0	0	CorrectCommission	0.665064	0.871996	0
10.013311	0.795722	city	4	1	0.464171	0.464171	0	1	0	0	CorrectCommission	0.901233	0.801810	1
10.809090	0.795836	mountain	6	1	0.367206	0.367206	0	0	1	0	CommissionError	1.436245	0.734135	1
11.604893	0.795771	mountain	4	1	0.550230	0.550230	0	0	1	0	CommissionError	0.426392	0.670165	1
12.400722	0.795887	city	9	1	0.698396	0.698396	0	1	0	0	CorrectCommission	0.391123	0.611070	1
13.196545	0.795760	city	1	1	0.549795	0.549795	0	1	0	0	CorrectCommission	0.428793	0.557843	1
13.992308	0.795766	city	2	1	0.648995	0.648995	0	1	0	0	CorrectCommission	0.118551	0.511250	1
14.788085	0.795789	mountain	5	0	0.000000	0.648084	1	0	0	0	CorrectOmission	0.113522	0.471781	1
15.583896	0.795833	city	7	1	0.600198	0.600198	0	1	0	0	CorrectCommission	0.150690	0.439586	1
16.379719	0.795813	mountain	6	0	0.000000	0.558476	1	0	0	0	CorrectOmission	0.380895	0.414452	1
17.175516	0.795780	city	1	1	0.566822	0.566822	0	1	0	0	CorrectCommission	0.334843	0.395825	1
17.971342	0.795873	mountain	6	0	0.000000	0.669142	1	0	0	0	CorrectOmission	0.229715	0.382881	1
18.767138	0.795715	city	4	1	0.751459	0.751459	0	1	0	0	CorrectCommission	0.683905	0.374625	1
19.562901	0.795813	city	9	1	0.699796	0.699796	0	1	0	0	CorrectCommission	0.398850	0.369940	1
20.358704	0.795791	city	4	1	0.599664	0.599664	0	1	0	0	CorrectCommission	0.153638	0.367767	1
21.154516	0.795836	city	8	1	0.563640	0.563640	0	1	0	0	CorrectCommission	0.352401	0.367152	1
21.950443	0.796018	city	10	1	0.502337	0.502337	0	1	0	0	CorrectCommission	0.690648	0.367300	1
22.746246	0.795587	city	4	1	0.549107	0.549107	0	1	0	0	CorrectCommission	0.432590	0.367623	1
23.541965	0.795853	city	9	1	0.600733	0.600733	0	1	0	0	CorrectCommission	0.147739	0.367827	1
24.337748	0.795710	city	4	1	0.652865	0.652865	0	1	0	0	CorrectCommission	0.139902	0.367823	1
25.133524	0.795844	city	6	1	0.550199	0.550199	0	1	0	0	CorrectCommission	0.426566	0.367685	1
25.929371	0.795853	city	1	1	0.499446	0.499446	0	1	0	0	CorrectCommission	0.706596	0.367659	1
26.725185	0.795775	city	7	1	0.549713	0.549713	0	1	0	0	CorrectCommission	0.429245	0.368108	1
27.520967	0.795786	city	6	1	0.599255	0.599255	0	1	0	0	CorrectCommission	0.155894	0.369457	1
28.316753	0.795789	city	5	1	0.549188	0.549188	0	1	0	0	CorrectCommission	0.432144	0.372097	1
29.112535	0.795772	city	4	1	0.550323	0.550323	0	1	0	0	CorrectCommission	0.425882	0.376411	1
29.908337	0.795831	city	10	1	0.658098	0.658098	0	1	0	0	CorrectCommission	0.168779	0.382740	1
30.704178	0.795852	city	2	1	0.605910	0.605910	0	1	0	0	CorrectCommission	0.119176	0.391321	1
31.499977	0.795747	city	10	1	0.549466	0.549466	0	1	0	0	CorrectCommission	0.430607	0.402301	1
32.295773	0.795840	mountain	3	0	0.000000	0.565054	1	0	0	0	CorrectOmission	0.344602	0.415713	1
33.091721	0.796060	city	5	1	0.649335	0.649335	0	1	0	0	CorrectCommission	0.120424	0.431491	1
33.887524	0.795544	city	4	1	0.798971	0.798971	0	1	0	0	CorrectCommission	0.946057	0.449467	1
34.683197	0.795805	city	8	1	0.550323	0.550323	0	1	0	0	CorrectCommission	0.425878	0.469310	1
35.478992	0.795785	mountain	9	1	0.468209	0.468209	0	0	1	0	CommissionError	0.878949	0.490612	1
36.274780	0.795793	city	10	1	0.550426	0.550426	0	1	0	0	CorrectCommission	0.425314	0.512743	1
37.070580	0.795799	city	8	1	0.650611	0.650611	0	1	0	0	CorrectCommission	0.127464	0.534969	1
37.866398	0.795838	city	9	1	0.661001	0.661001	0	1	0	0	CorrectCommission	0.184796	0.556410	1
38.662186	0.795742	mountain	4	0	0.000000	0.730786	1	0	0	0	CorrectOmission	0.569840	0.576054	1
39.457985	0.795855	city	4	1	0.748056	0.748056	0	1	0	0	CorrectCommission	0.665127	0.592843	1
40.253788	0.795752	city	2	1	0.600901	0.600901	0	1	0	0	CorrectCommission	0.146812	0.605832	1
41.049568	0.795811	city	6	1	0.847843	0.847843	0	1	0	0	CorrectCommission	1.215712	0.614309	1
41.845371	0.795796	city	10	0	0.000000	0.929755	0	0	0	1	OmissionError	1.667668	0.617850	1
42.641182	0.795820	city	8	1	0.847932	0.847932	0	1	0	0	CorrectCommission	1.216199	0.616430	1
43.437145	0.796107	city	5	1	0.603667	0.603667	0	1	0	0	CorrectCommission	0.131552	0.610484	1
44.233093	0.795794	city	7	1	0.549502	0.549502	0	1	0	0	CorrectCommission	0.430408	0.600829	1
45.028744	0.795504	city	8	1	0.449819	0.449819	0	1	0	0	CorrectCommission	0.980420	0.588501	1
45.824368	0.795747	city	9	1	0.599095	0.599095	0	1	0	0	CorrectCommission	0.156777	0.574619	1
46.620174	0.795860	mountain	10	0	0.000000	0.601380	1	0	0	0	CorrectOmission	0.144171	0.560309	1
47.415993	0.795778	city	1	1	0.556330	0.556330	0	1	0	0	CorrectCommission	0.392737	0.546506	1
48.211800	0.795839	city	8	1	0.563603	0.563603	0	1	0	0	CorrectCommission	0.352609	0.533903	1
49.007584	0.795731	city	10	1	0.503809	0.503809	0	1	0	0	CorrectCommission	0.682528	0.522939	1
49.803371	0.795841	city	1	1	0.499531	0.499531	0	1	0	0	CorrectCommission	0.706132	0.513851	1
50.599186	0.795793	city	10	1	0.511278	0.511278	0	1	0	0	CorrectCommission	0.641313	0.506730	1
51.395016	0.795861	city	6	1	0.599183	0.599183	0	1	0	0	CorrectCommission	0.156293	0.501629	1
52.190842	0.795792	city	9	1	0.503840	0.503840	0	1	0	0	CorrectCommission	0.682355	0.498681	1
52.986637	0.795799	city	1	1	0.450261	0.450261	0	1	0	0	CorrectCommission	0.977982	0.498074	1
53.782433	0.795790	city	5	1	0.553701	0.553701	0	1	0	0	CorrectCommission	0.407241	0.500136	1
54.578213	0.795773	city	4	1	0.649192	0.649192	0	1	0	0	CorrectCommission	0.119639	0.505318	1
55.374023	0.795850	city	5	1	0.552649	0.552649	0	1	0	0	CorrectCommission	0.413048	0.514051	1
56.169834	0.795776	mountain	6	0	0.000000	0.658955	1	0	0	0	CorrectOmission	0.173506	0.526609	1
56.965645	0.795845	city	7	1	0.748042	0.748042	0	1	0	0	CorrectCommission	0.665051	0.543077	1
57.761414	0.795694	city	9	1	0.599840	0.599840	0	1	0	0	CorrectCommission	0.152664	0.563249	1
58.557205	0.795886	city	10	1	0.500072	0.500072	0	1	0	0	CorrectCommission	0.703144	0.586583	1
59.353016	0.795732	city	3	1	0.500012	0.500012	0	1	0	0	CorrectCommission	0.703477	0.612165	1
60.148785	0.795806	city	10	1	0.506492	0.506492	0	1	0	0	CorrectCommission	0.667721	0.638810	1
60.944611	0.795847	city	3	1	0.550135	0.550135	0	1	0	0	CorrectCommission	0.426917	0.665172	1
61.740414	0.795757	city	9	1	0.513665	0.513665	0	1	0	0	CorrectCommission	0.628143	0.689858	1
62.536186	0.795791	city	8	1	0.499468	0.499468	0	1	0	0	CorrectCommission	0.706475	0.711483	1
63.332005	0.795846	city	3	1	0.449703	0.449703	0	1	0	0	CorrectCommission	0.981061	0.728913	1
64.127846	0.795840	city	9	1	0.414385	0.414385	0	1	0	0	CorrectCommission	1.175928	0.741375	1
64.923676	0.795809	mountain	4	1	0.301583	0.301583	0	0	1	0	CommissionError	1.798325	0.748502	1
65.719482	0.795804	city	9	1	0.549284	0.549284	0	1	0	0	CorrectCommission	0.431613	0.750334	1
66.515411	0.796062	city	5	1	0.519993	0.519993	0	1	0	0	CorrectCommission	0.593229	0.747402	1
67.311203	0.795524	city	8	1	0.564228	0.564228	0	1	0	0	CorrectCommission	0.349157	0.740525	1
68.106857	0.795774	city	1	1	0.549127	0.549127	0	1	0	0	CorrectCommission	0.432482	0.730780	1
68.902649	0.795810	mountain	8	1	0.499757	0.499757	0	0	1	0	CommissionError	0.704884	0.719342	1
69.698471	0.795840	city	7	1	0.898271	0.898271	0	1	0	0	CorrectCommission	1.493954	0.707381	1
70.494293	0.795801	mountain	10	0	0.000000	0.835493	1	0	0	0	CorrectOmission	1.147568	0.695902	1
71.290092	0.795795	city	1	1	0.648953	0.648953	0	1	0	0	CorrectCommission	0.118319	0.685745	1
72.086021	0.796069	city	2	0	0.000000	0.676184	0	0	0	1	OmissionError	0.268569	0.677484	1
72.881813	0.795516	city	8	1	0.712522	0.712522	0	1	0	0	CorrectCommission	0.469067	0.671298	1
73.677612	0.796078	city	10	1	0.553304	0.553304	0	1	0	0	CorrectCommission	0.409435	0.667014	1
74.473412	0.795525	city	5	1	0.506767	0.506767	0	1	0	0	CorrectCommission	0.666207	0.664125	1
75.269035	0.795727	city	10	1	0.513686	0.513686	0	1	0	0	CorrectCommission	0.628028	0.661860	1
76.064796	0.795792	city	8	1	0.463446	0.463446	0	1	0	0	CorrectCommission	0.905232	0.659277	1
76.860619	0.795854	city	5	1	0.898181	0.898181	0	1	0	0	CorrectCommission	1.493454	0.655360	1
77.656471	0.795842	city	2	1	0.599633	0.599633	0	1	0	0	CorrectCommission	0.153808	0.649138	1
78.452248	0.795718	city	7	1	0.648751	0.648751	0	1	0	0	CorrectCommission	0.117201	0.639855	1
79.248024	0.795832	city	5	1	0.400571	0.400571	0	1	0	0	CorrectCommission	1.252151	0.626925	1
80.043861	0.795840	city	1	1	0.404849	0.404849	0	1	0	0	CorrectCommission	1.228544	0.610000	1
80.839676	0.795782	city	7	1	0.662960	0.662960	0	1	0	0	CorrectCommission	0.195606	0.589037	1
81.635475	0.795824	city	3	1	0.699460	0.699460	0	1	0	0	CorrectCommission	0.396998	0.564310	1
82.431282	0.795784	city	1	1	0.503298	0.503298	0	1	0	0	CorrectCommission	0.685347	0.536274	1
83.227226	0.796114	city	6	1	0.797797	0.797797	0	1	0	0	CorrectCommission	0.939579	0.505639	1
84.022995	0.795424	city	1	1	0.608561	0.608561	0	1	0	0	CorrectCommission	0.104548	0.473236	1
84.818665	0.795905	city	4	1	0.749166	0.749166	0	1	0	0	CorrectCommission	0.671254	0.440063	1
85.614517	0.795805	city	7	1	0.655542	0.655542	0	1	0	0	CorrectCommission	0.154675	0.407114	1
86.410271	0.795707	city	8	1	0.568901	0.568901	0	1	0	0	CorrectCommission	0.323372	0.375423	1
87.206047	0.795835	city	5	1	0.549475	0.549475	0	1	0	0	CorrectCommission	0.430558	0.345951	1
88.001877	0.795824	mountain	6	1	0.565946	0.565946	0	0	1	0	CommissionError	0.339681	0.319585	1
88.797829	0.796080	city	10	1	0.599483	0.599483	0	1	0	0	CorrectCommission	0.154637	0.297138	1
89.593628	0.795530	city	8	1	0.598981	0.598981	0	1	0	0	CorrectCommission	0.157408	0.279307	1
90.389290	0.795791	mountain	5	0	0.000000	0.630848	1	0	0	0	CorrectOmission	0.018425	0.266627	1
91.185104	0.795842	city	5	1	0.659326	0.659326	0	1	0	0	CorrectCommission	0.175553	0.259529	1
91.980911	0.795763	city	9	1	0.648654	0.648654	0	1	0	0	CorrectCommission	0.116667	0.258289	1
92.776695	0.795803	city	1	1	0.698596	0.698596	0	1	0	0	CorrectCommission	0.392226	0.263065	1
93.572472	0.795755	city	2	1	0.609805	0.609805	0	1	0	0	CorrectCommission	0.097685	0.273920	1
94.368248	0.795796	city	7	1	0.648932	0.648932	0	1	0	0	CorrectCommission	0.118204	0.290856	1
95.164070	0.795854	city	10	1	0.552668	0.552668	0	1	0	0	CorrectCommission	0.412944	0.313871	1
95.959885	0.795772	city	8	1	0.651962	0.651962	0	1	0	0	CorrectCommission	0.134923	0.342944	1
96.755669	0.795785	city	6	1	0.649209	0.649209	0	1	0	0	CorrectCommission	0.119729	0.378029	1
97.551453	0.795782	city	4	1	0.699408	0.699408	0	1	0	0	CorrectCommission	0.396709	0.418968	1
98.347267	0.795856	city	1	1	0.762928	0.762928	0	1	0	0	CorrectCommission	0.747185	0.465552	1
99.143112	0.795836	city	6	1	0.649029	0.649029	0	1	0	0	CorrectCommission	0.118740	0.517369	1
99.938904	0.795750	city	3	1	0.500423	0.500423	0	1	0	0	CorrectCommission	0.701209	0.573783	1
100.734840	0.796119	city	8	1	0.499472	0.499472	0	1	0	0	CorrectCommission	0.706453	0.633801	1
101.530670	0.795535	city	6	1	0.548871	0.548871	0	1	0	0	CorrectCommission	0.433894	0.696109	1
102.326309	0.795748	city	1	1	0.513978	0.513978	0	1	0	0	CorrectCommission	0.626415	0.759014	1
103.122063	0.795765	city	4	1	0.549347	0.549347	0	1	0	0	CorrectCommission	0.431264	0.820504	1
103.917900	0.795902	city	9	1	0.550172	0.550172	0	1	0	0	CorrectCommission	0.426714	0.878338	0
104.713707	0.795712	city	6	1	0.402986	0.402986	0	1	0	0	CorrectCommission	1.238824	0.930226	0
105.509483	0.795844	city	10	1	0.400972	0.400972	0	1	0	0	CorrectCommission	1.249939	0.974032	0
106.305283	0.795755	city	3	1	1.046694	1.046694	0	1	0	0	CorrectCommission	2.312885	1.008006	0
107.101059	0.795799	city	6	1	1.007243	1.007243	0	1	0	0	CorrectCommission	2.095211	1.030979	0
107.897018	0.796119	city	5	1	0.798092	0.798092	0	1	0	0	CorrectCommission	0.941203	1.042583	0
108.692863	0.795563	city	3	1	0.748351	0.748351	0	1	0	0	CorrectCommission	0.666757	1.043275	0
109.488541	0.795797	city	2	1	0.511871	0.511871	0	1	0	0	CorrectCommission	0.638042	1.034283	0
110.284340	0.795802	city	4	1	0.450536	0.450536	0	1	0	0	CorrectCommission	0.976466	1.017524	0
