onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.422009	0.795867	city	9	1	0.698562	0.698562	0	1	0	0	CorrectCommission	0.783676	0.783676	1
9.217821	0.795759	city	2	1	0.698178	0.698178	0	1	0	0	CorrectCommission	0.785657	0.706722	1
10.013627	0.795852	mountain	10	1	0.764248	0.764248	0	0	1	0	CommissionError	0.444305	0.631693	1
10.809487	0.795868	city	4	1	0.947159	0.947159	0	1	0	0	CorrectCommission	0.500705	0.560397	1
11.605165	0.795486	city	10	1	0.858940	0.858940	0	1	0	0	CorrectCommission	0.044917	0.494388	1
12.400965	0.796115	city	6	1	0.897776	0.897776	0	1	0	0	CorrectCommission	0.245564	0.434893	1
13.196779	0.795514	city	5	1	0.797940	0.797940	0	1	0	0	CorrectCommission	0.270238	0.382726	1
13.992429	0.795787	city	1	1	0.797926	0.797926	0	1	0	0	CorrectCommission	0.270309	0.338297	1
14.788326	0.796007	city	6	1	0.861783	0.861783	0	1	0	0	CorrectCommission	0.059608	0.301638	1
15.584208	0.795756	city	9	1	0.897270	0.897270	0	1	0	0	CorrectCommission	0.242953	0.272441	1
16.379911	0.795654	city	10	1	0.813073	0.813073	0	1	0	0	CorrectCommission	0.192054	0.250110	1
17.175653	0.795828	city	3	1	0.801690	0.801690	0	1	0	0	CorrectCommission	0.250864	0.233895	1
17.971460	0.795787	city	5	1	0.847361	0.847361	0	1	0	0	CorrectCommission	0.014901	0.222965	1
18.767387	0.796067	city	10	1	0.859265	0.859265	0	1	0	0	CorrectCommission	0.046601	0.216495	1
19.563187	0.795532	city	6	1	0.946586	0.946586	0	1	0	0	CorrectCommission	0.497744	0.213714	1
20.358938	0.795969	city	8	1	0.847767	0.847767	0	1	0	0	CorrectCommission	0.012806	0.213994	1
21.154846	0.795849	city	1	1	0.897315	0.897315	0	1	0	0	CorrectCommission	0.243183	0.216903	1
21.950626	0.795712	city	8	1	0.797305	0.797305	0	1	0	0	CorrectCommission	0.273517	0.222205	1
22.746462	0.795958	city	2	1	0.797956	0.797956	0	1	0	0	CorrectCommission	0.270152	0.229862	1
23.542332	0.795779	city	8	1	0.797716	0.797716	0	1	0	0	CorrectCommission	0.271393	0.240011	1
24.337959	0.795478	city	4	1	0.798027	0.798027	0	1	0	0	CorrectCommission	0.269788	0.252892	1
25.133614	0.795831	city	10	1	0.847781	0.847781	0	1	0	0	CorrectCommission	0.012733	0.268773	1
25.929445	0.795834	city	2	1	0.857359	0.857359	0	1	0	0	CorrectCommission	0.036753	0.287860	1
26.725346	0.795965	city	7	1	0.947002	0.947002	0	1	0	0	CorrectCommission	0.499892	0.310195	1
27.521240	0.795824	city	8	1	0.897279	0.897279	0	1	0	0	CorrectCommission	0.242998	0.335544	1
28.317095	0.795887	city	7	1	0.812002	0.812002	0	1	0	0	CorrectCommission	0.197586	0.363401	1
29.112804	0.795530	city	10	1	0.747998	0.747998	0	1	0	0	CorrectCommission	0.528266	0.392949	1
29.908594	0.796051	city	2	1	0.797722	0.797722	0	1	0	0	CorrectCommission	0.271363	0.423045	1
30.704525	0.795810	city	5	1	0.897297	0.897297	0	1	0	0	CorrectCommission	0.243090	0.452363	1
31.500294	0.795726	mountain	2	0	0.000000	0.863897	1	0	0	0	CorrectOmission	0.070530	0.479480	1
32.296066	0.795817	city	4	1	0.747941	0.747941	0	1	0	0	CorrectCommission	0.528560	0.503049	1
33.091896	0.795842	city	2	1	0.599844	0.599844	0	1	0	0	CorrectCommission	1.293702	0.521915	1
33.887733	0.795831	mountain	9	0	0.000000	0.629522	1	0	0	0	CorrectOmission	1.140369	0.535299	1
34.683502	0.795714	city	5	1	0.697896	0.697896	0	1	0	0	CorrectCommission	0.787113	0.542902	1
35.479183	0.795648	city	3	1	0.665888	0.665888	0	1	0	0	CorrectCommission	0.952488	0.544941	1
36.274891	0.795769	city	4	1	0.897674	0.897674	0	1	0	0	CorrectCommission	0.245042	0.542069	1
37.070774	0.795991	city	10	1	0.947389	0.947389	0	1	0	0	CorrectCommission	0.501890	0.535297	1
37.866703	0.795870	city	8	1	0.946599	0.946599	0	1	0	0	CorrectCommission	0.497813	0.525784	1
38.662540	0.795806	city	3	1	0.797877	0.797877	0	1	0	0	CorrectCommission	0.270565	0.514706	1
39.458313	0.795737	city	10	1	0.806445	0.806445	0	1	0	0	CorrectCommission	0.226294	0.503097	1
40.254082	0.795803	city	8	1	0.897502	0.897502	0	1	0	0	CorrectCommission	0.244150	0.491735	1
41.049911	0.795856	mountain	8	0	0.000000	0.771298	1	0	0	0	CorrectOmission	0.407883	0.481135	1
41.845737	0.795797	city	2	1	0.660428	0.660428	0	1	0	0	CorrectCommission	0.980697	0.471538	1
42.641556	0.795840	city	5	1	0.797484	0.797484	0	1	0	0	CorrectCommission	0.272594	0.462983	1
43.437355	0.795756	city	7	1	0.946601	0.946601	0	1	0	0	CorrectCommission	0.497820	0.455485	1
44.233105	0.795745	city	10	1	0.996919	0.996919	0	1	0	0	CorrectCommission	0.757792	0.449061	1
45.028873	0.795793	city	6	1	0.897757	0.897757	0	1	0	0	CorrectCommission	0.245470	0.443869	1
45.824703	0.795866	city	4	1	0.759524	0.759524	0	1	0	0	CorrectCommission	0.468715	0.440271	1
46.620518	0.795763	city	6	1	0.748403	0.748403	0	1	0	0	CorrectCommission	0.526169	0.438775	1
47.416187	0.795577	city	4	1	0.748009	0.748009	0	1	0	0	CorrectCommission	0.528204	0.440043	1
48.211895	0.795838	city	6	1	0.825363	0.825363	0	1	0	0	CorrectCommission	0.128558	0.444715	1
49.007801	0.795975	city	2	1	0.748476	0.748476	0	1	0	0	CorrectCommission	0.525796	0.453430	1
49.803741	0.795904	city	8	1	0.848951	0.848951	0	1	0	0	CorrectCommission	0.006688	0.466565	1
50.599545	0.795704	city	7	1	0.900719	0.900719	0	1	0	0	CorrectCommission	0.260771	0.484229	1
