onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.421676	0.795803	city	7	1	0.797997	0.797997	0	1	0	0	CorrectCommission	0.391921	0.391921	1
9.217473	0.795792	city	6	1	0.699260	0.699260	0	1	0	0	CorrectCommission	0.087799	0.486687	1
10.013430	0.796123	mountain	7	0	0.000000	0.607979	1	0	0	0	CorrectOmission	0.531298	0.579324	1
10.809226	0.795470	city	6	1	0.561937	0.561937	0	1	0	0	CorrectCommission	0.754996	0.667784	1
11.604872	0.795823	city	9	1	0.598920	0.598920	0	1	0	0	CorrectCommission	0.575313	0.750204	1
12.400829	0.796092	city	8	1	0.598902	0.598902	0	1	0	0	CorrectCommission	0.575399	0.825032	0
13.196636	0.795521	city	10	1	0.449414	0.449414	0	1	0	0	CorrectCommission	1.301700	0.891140	0
13.992303	0.795811	city	7	1	0.403676	0.403676	0	1	0	0	CorrectCommission	1.523921	0.947980	0
14.788247	0.796079	city	1	1	0.399872	0.399872	0	1	0	0	CorrectCommission	1.542401	0.995693	0
15.584039	0.795505	city	5	1	0.319967	0.319967	0	1	0	0	CorrectCommission	1.930626	1.035082	0
16.379690	0.795797	mountain	3	1	0.300955	0.300955	0	0	1	0	CommissionError	2.022996	1.067606	0
17.175461	0.795745	city	4	1	0.748299	0.748299	0	1	0	0	CorrectCommission	0.150461	1.095158	0
17.971245	0.795820	city	1	1	0.560592	0.560592	0	1	0	0	CorrectCommission	0.761531	1.119941	0
18.767075	0.795841	city	4	1	0.698403	0.698403	0	1	0	0	CorrectCommission	0.091965	1.143956	0
19.562868	0.795746	city	8	1	0.464100	0.464100	0	1	0	0	CorrectCommission	1.230346	1.168873	0
20.358807	0.796131	city	1	1	0.399902	0.399902	0	1	0	0	CorrectCommission	1.542255	1.195672	0
21.154785	0.795826	mountain	10	1	0.405289	0.405289	0	0	1	0	CommissionError	1.516080	1.224564	0
21.950432	0.795465	mountain	3	0	0.000000	0.627694	1	0	0	0	CorrectOmission	0.435510	1.254948	0
22.746094	0.795861	city	3	1	0.898166	0.898166	0	1	0	0	CorrectCommission	0.878599	1.285503	0
23.541903	0.795757	city	1	1	1.047755	1.047755	0	1	0	0	CorrectCommission	1.605389	1.314280	0
24.337681	0.795802	city	10	1	0.947468	0.947468	0	1	0	0	CorrectCommission	1.118141	1.338984	0
25.133480	0.795795	city	6	1	1.103582	1.103582	0	1	0	0	CorrectCommission	1.876630	1.357310	0
25.929268	0.795779	city	5	1	1.157347	1.157347	0	1	0	0	CorrectCommission	2.137855	1.367172	0
