onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.421610	0.795853	mountain	10	0	0.000000	1.346089	1	0	0	0	CorrectOmission	3.466861	3.466861	0
9.217415	0.795758	city	7	1	1.047444	1.047444	0	1	0	0	CorrectCommission	1.446345	3.076810	0
10.013208	0.795828	city	1	1	0.748799	0.748799	0	1	0	0	CorrectCommission	0.574172	2.699614	0
10.809027	0.795808	city	8	1	0.655682	0.655682	0	1	0	0	CorrectCommission	1.204163	2.347016	0
11.604804	0.795748	city	2	1	0.699208	0.699208	0	1	0	0	CorrectCommission	0.909682	2.028667	0
12.400589	0.795822	city	10	1	0.698341	0.698341	0	1	0	0	CorrectCommission	0.915549	1.751584	0
13.196418	0.795836	city	5	1	0.798890	0.798890	0	1	0	0	CorrectCommission	0.235273	1.519662	0
13.992225	0.795779	city	9	1	0.798560	0.798560	0	1	0	0	CorrectCommission	0.237502	1.333720	0
14.788021	0.795813	city	6	1	0.798440	0.798440	0	1	0	0	CorrectCommission	0.238320	1.191737	0
15.583803	0.795750	city	1	1	0.649404	0.649404	0	1	0	0	CorrectCommission	1.246638	1.089424	0
16.379587	0.795820	city	8	1	0.749105	0.749105	0	1	0	0	CorrectCommission	0.572097	1.020796	0
17.175409	0.795823	city	7	1	0.748088	0.748088	0	1	0	0	CorrectCommission	0.578981	0.979067	0
17.971375	0.796108	city	4	1	0.698300	0.698300	0	1	0	0	CorrectCommission	0.915824	0.957269	0
18.767191	0.795523	city	6	1	0.603815	0.603815	0	1	0	0	CorrectCommission	1.555075	0.948902	0
19.562836	0.795767	city	5	1	0.598886	0.598886	0	1	0	0	CorrectCommission	1.588425	0.948303	0
20.358614	0.795792	city	1	1	0.649644	0.649644	0	1	0	0	CorrectCommission	1.245012	0.951008	0
21.154417	0.795812	city	9	1	0.702626	0.702626	0	1	0	0	CorrectCommission	0.886557	0.953806	0
21.950384	0.796123	city	1	1	0.698467	0.698467	0	1	0	0	CorrectCommission	0.914695	0.954660	0
22.746347	0.795804	city	6	1	0.752497	0.752497	0	1	0	0	CorrectCommission	0.549153	0.952481	0
23.541985	0.795473	city	8	1	0.714728	0.714728	0	1	0	0	CorrectCommission	0.804683	0.946950	0
24.337608	0.795773	city	6	1	0.699066	0.699066	0	1	0	0	CorrectCommission	0.910642	0.938143	0
25.133570	0.796150	city	1	1	0.648591	0.648591	0	1	0	0	CorrectCommission	1.252135	0.926429	0
