onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.421905	0.795509	city	10	1	0.947422	0.947422	0	1	0	0	CorrectCommission	1.282921	1.282921	0
9.217563	0.795808	city	8	1	0.611072	0.611072	0	1	0	0	CorrectCommission	0.986990	1.280508	0
10.013379	0.795824	city	1	1	0.550054	0.550054	0	1	0	0	CorrectCommission	1.398776	1.276349	0
10.809174	0.795765	city	7	1	0.549089	0.549089	0	1	0	0	CorrectCommission	1.405289	1.268926	0
11.604963	0.795814	city	2	1	0.500130	0.500130	0	1	0	0	CorrectCommission	1.735696	1.257210	0
12.400913	0.796087	city	3	1	0.401947	0.401947	0	1	0	0	CorrectCommission	2.398301	1.240761	0
13.196708	0.795501	city	5	1	0.549832	0.549832	0	1	0	0	CorrectCommission	1.400274	1.219733	0
13.992349	0.795781	city	3	1	0.649243	0.649243	0	1	0	0	CorrectCommission	0.729387	1.194898	0
14.788141	0.795806	city	7	1	0.699112	0.699112	0	1	0	0	CorrectCommission	0.392840	1.167417	0
15.583948	0.795808	city	9	1	0.605902	0.605902	0	1	0	0	CorrectCommission	1.021877	1.138620	0
16.379738	0.795771	city	2	1	0.549164	0.549164	0	1	0	0	CorrectCommission	1.404784	1.109737	0
17.175514	0.795782	city	8	1	0.549153	0.549153	0	1	0	0	CorrectCommission	1.404858	1.081726	0
17.971487	0.796163	city	1	1	0.599470	0.599470	0	1	0	0	CorrectCommission	1.065288	1.055070	0
18.767290	0.795446	mountain	8	0	0.000000	0.664109	1	0	0	0	CorrectOmission	0.629062	1.029705	0
19.563099	0.796169	city	10	1	0.698373	0.698373	0	1	0	0	CorrectCommission	0.397827	1.004996	0
20.358898	0.795430	city	4	1	0.657563	0.657563	0	1	0	0	CorrectCommission	0.673234	0.979843	0
21.154526	0.795826	city	9	1	0.649536	0.649536	0	1	0	0	CorrectCommission	0.727408	0.952858	0
21.950354	0.795829	city	8	1	0.501742	0.501742	0	1	0	0	CorrectCommission	1.724822	0.922658	0
22.746140	0.795744	city	7	1	0.549107	0.549107	0	1	0	0	CorrectCommission	1.405168	0.888057	0
23.541956	0.795890	city	2	1	0.599612	0.599612	0	1	0	0	CorrectCommission	1.064330	0.848400	0
24.337759	0.795715	mountain	6	1	0.500803	0.500803	0	0	1	0	CommissionError	1.731154	0.803692	0
25.133553	0.795871	city	2	1	0.698707	0.698707	0	1	0	0	CorrectCommission	0.395573	0.754608	0
25.929367	0.795758	city	1	1	0.649523	0.649523	0	1	0	0	CorrectCommission	0.727494	0.702567	0
26.725172	0.795852	city	3	1	0.897412	0.897412	0	1	0	0	CorrectCommission	0.945420	0.649417	1
27.520966	0.795733	city	9	1	0.798199	0.798199	0	1	0	0	CorrectCommission	0.275870	0.597272	1
28.316917	0.796171	city	2	1	0.748922	0.748922	0	1	0	0	CorrectCommission	0.056687	0.548254	1
29.112900	0.795794	city	1	1	0.747677	0.747677	0	1	0	0	CorrectCommission	0.065086	0.504175	1
29.908510	0.795430	city	4	1	0.798538	0.798538	0	1	0	0	CorrectCommission	0.278158	0.466341	1
30.704161	0.795871	city	9	1	0.798369	0.798369	0	1	0	0	CorrectCommission	0.277014	0.435502	1
31.499975	0.795758	city	7	1	0.747883	0.747883	0	1	0	0	CorrectCommission	0.063697	0.411808	1
32.295784	0.795859	city	4	1	0.812003	0.812003	0	1	0	0	CorrectCommission	0.369024	0.394898	1
33.091606	0.795789	mountain	9	0	0.000000	0.747136	1	0	0	0	CorrectOmission	0.068742	0.384023	1
33.887398	0.795789	city	6	1	0.652337	0.652337	0	1	0	0	CorrectCommission	0.708504	0.378263	1
34.683346	0.796113	mountain	3	0	0.000000	0.626663	1	0	0	0	CorrectOmission	0.881771	0.376746	1
35.479126	0.795446	city	3	1	0.652568	0.652568	0	1	0	0	CorrectCommission	0.706944	0.378793	1
36.274750	0.795800	city	1	1	0.712509	0.712509	0	1	0	0	CorrectCommission	0.302425	0.384058	1
37.070679	0.796059	city	8	1	0.758007	0.758007	0	1	0	0	CorrectCommission	0.004624	0.392504	1
37.866524	0.795630	city	6	1	0.760815	0.760815	0	1	0	0	CorrectCommission	0.023574	0.404346	1
38.662373	0.796070	city	7	1	0.699298	0.699298	0	1	0	0	CorrectCommission	0.391584	0.419917	1
39.458313	0.795806	city	6	1	0.699372	0.699372	0	1	0	0	CorrectCommission	0.391084	0.439519	1
40.253944	0.795457	city	10	1	0.698885	0.698885	0	1	0	0	CorrectCommission	0.394371	0.463313	1
41.049591	0.795837	city	7	1	0.853042	0.853042	0	1	0	0	CorrectCommission	0.645984	0.491162	1
