onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.421640	0.795852	city	1	1	0.912590	0.912590	0	1	0	0	CorrectCommission	1.419891	1.419891	0
9.217448	0.795764	city	2	1	0.798416	0.798416	0	1	0	0	CorrectCommission	0.749400	1.337762	0
10.013229	0.795798	city	8	1	0.552945	0.552945	0	1	0	0	CorrectCommission	0.692128	1.256992	0
10.809041	0.795825	city	2	1	0.598924	0.598924	0	1	0	0	CorrectCommission	0.422117	1.178847	0
11.604859	0.795813	city	7	1	0.466422	0.466422	0	1	0	0	CorrectCommission	1.200239	1.104467	0
12.400633	0.795733	city	9	1	0.450048	0.450048	0	1	0	0	CorrectCommission	1.296394	1.034746	0
13.196410	0.795822	mountain	3	1	0.366193	0.366193	0	0	1	0	CommissionError	1.788831	0.970399	0
13.992216	0.795789	city	10	1	0.501770	0.501770	0	1	0	0	CorrectCommission	0.992655	0.911947	0
14.788159	0.796097	city	2	1	0.650097	0.650097	0	1	0	0	CorrectCommission	0.121603	0.859790	0
15.583944	0.795473	city	4	1	0.648541	0.648541	0	1	0	0	CorrectCommission	0.130742	0.814189	0
16.379578	0.795793	city	8	1	0.506048	0.506048	0	1	0	0	CorrectCommission	0.967530	0.775254	1
17.175554	0.796159	city	10	1	0.558614	0.558614	0	1	0	0	CorrectCommission	0.658836	0.743012	1
17.971386	0.795505	city	1	1	0.598891	0.598891	0	1	0	0	CorrectCommission	0.422313	0.717559	1
18.767036	0.795798	city	3	1	0.549026	0.549026	0	1	0	0	CorrectCommission	0.715143	0.698998	1
19.562845	0.795818	city	5	1	0.850982	0.850982	0	1	0	0	CorrectCommission	1.058098	0.687487	1
20.358801	0.796092	mountain	9	0	0.000000	0.799825	1	0	0	0	CorrectOmission	0.757677	0.683321	1
