onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.421537	0.795875	city	4	1	1.047156	1.047156	0	1	0	0	CorrectCommission	2.812700	2.812700	0
9.217509	0.796068	city	1	1	0.798408	0.798408	0	1	0	0	CorrectCommission	0.385616	2.514502	0
10.013323	0.795560	city	9	1	0.751965	0.751965	0	1	0	0	CorrectCommission	0.067532	2.226056	0
10.808999	0.795794	city	7	1	0.716802	0.716802	0	1	0	0	CorrectCommission	0.410629	1.956116	0
11.604801	0.795809	city	10	1	0.857073	0.857073	0	1	0	0	CorrectCommission	0.958026	1.711670	0
12.400594	0.795777	city	8	1	0.748278	0.748278	0	1	0	0	CorrectCommission	0.103507	1.497446	0
13.196383	0.795800	mountain	8	0	0.000000	0.639474	1	0	0	0	CorrectOmission	1.165130	1.315768	0
13.992192	0.795820	city	1	1	0.649551	0.649551	0	1	0	0	CorrectCommission	1.066806	1.166554	0
14.787982	0.795759	city	3	1	0.897400	0.897400	0	1	0	0	CorrectCommission	1.351503	1.047895	0
15.583745	0.795767	city	9	1	0.753837	0.753837	0	1	0	0	CorrectCommission	0.049270	0.956497	0
16.379570	0.795883	city	7	1	0.648946	0.648946	0	1	0	0	CorrectCommission	1.072712	0.888451	0
17.175386	0.795748	city	2	1	0.649079	0.649079	0	1	0	0	CorrectCommission	1.071417	0.839691	0
17.971182	0.795845	city	1	1	0.661972	0.661972	0	1	0	0	CorrectCommission	0.945619	0.806613	0
18.766994	0.795779	city	9	1	0.748647	0.748647	0	1	0	0	CorrectCommission	0.099911	0.786295	0
19.562771	0.795772	city	2	1	0.903011	0.903011	0	1	0	0	CorrectCommission	1.406249	0.776810	0
20.358702	0.796093	city	4	1	0.797725	0.797725	0	1	0	0	CorrectCommission	0.378952	0.777007	0
21.154514	0.795531	city	1	1	0.699160	0.699160	0	1	0	0	CorrectCommission	0.582769	0.786518	0
21.950190	0.795820	city	7	1	0.748226	0.748226	0	1	0	0	CorrectCommission	0.104023	0.805308	0
22.746147	0.796094	mountain	8	0	0.000000	0.836693	1	0	0	0	CorrectOmission	0.759168	0.833486	0
23.541918	0.795447	city	4	1	0.896993	0.896993	0	1	0	0	CorrectCommission	1.347527	0.870797	0
24.337580	0.795876	city	7	1	0.861557	0.861557	0	1	0	0	CorrectCommission	1.001776	0.916456	0
25.133429	0.795823	city	10	1	0.797841	0.797841	0	1	0	0	CorrectCommission	0.380083	0.968916	0
25.929190	0.795699	city	4	1	0.797761	0.797761	0	1	0	0	CorrectCommission	0.379301	1.025849	0
26.724981	0.795886	city	6	1	0.698910	0.698910	0	1	0	0	CorrectCommission	0.585204	1.084180	0
27.520800	0.795748	city	8	1	0.601485	0.601485	0	1	0	0	CorrectCommission	1.535803	1.140275	0
28.316566	0.795786	city	2	1	0.649040	0.649040	0	1	0	0	CorrectCommission	1.071799	1.190248	0
29.112381	0.795842	city	7	1	0.648943	0.648943	0	1	0	0	CorrectCommission	1.072745	1.230480	0
29.908197	0.795791	mountain	1	0	0.000000	0.584400	1	0	0	0	CorrectOmission	1.702502	1.258071	0
30.704149	0.796113	city	6	1	0.510718	0.510718	0	1	0	0	CorrectCommission	2.421432	1.271207	0
31.499929	0.795446	mountain	1	0	0.000000	0.483203	1	0	0	0	CorrectOmission	2.689895	1.269550	0
32.295605	0.795903	city	4	1	0.499432	0.499432	0	1	0	0	CorrectCommission	2.531552	1.254388	0
33.091454	0.795796	city	10	1	0.556978	0.556978	0	1	0	0	CorrectCommission	1.970065	1.228600	0
33.887207	0.795715	city	6	1	0.748051	0.748051	0	1	0	0	CorrectCommission	0.105731	1.196297	0
34.682995	0.795856	city	7	1	0.699194	0.699194	0	1	0	0	CorrectCommission	0.582436	1.162346	0
35.478783	0.795724	city	3	1	0.798905	0.798905	0	1	0	0	CorrectCommission	0.390463	1.131696	0
36.274597	0.795902	city	2	1	0.798683	0.798683	0	1	0	0	CorrectCommission	0.388303	1.108867	0
37.070450	0.795806	city	5	1	0.698941	0.698941	0	1	0	0	CorrectCommission	0.584901	1.097305	0
37.866211	0.795710	city	1	1	0.614759	0.614759	0	1	0	0	CorrectCommission	1.406283	1.099112	0
38.662140	0.796153	city	4	1	0.748832	0.748832	0	1	0	0	CorrectCommission	0.098104	1.114767	0
39.457966	0.795495	city	6	1	0.652103	0.652103	0	1	0	0	CorrectCommission	1.041908	1.143322	0
