onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.421664	0.795778	city	3	1	1.047239	1.047239	0	1	0	0	CorrectCommission	2.244916	2.244916	0
9.217480	0.795853	city	5	1	0.602977	0.602977	0	1	0	0	CorrectCommission	1.787083	2.098189	0
10.013268	0.795726	city	7	1	0.400655	0.400655	0	1	0	0	CorrectCommission	3.623299	1.950963	0
10.809039	0.795815	city	4	1	0.499753	0.499753	0	1	0	0	CorrectCommission	2.723911	1.803051	0
11.604851	0.795808	city	9	1	0.997034	0.997034	0	1	0	0	CorrectCommission	1.789270	1.655084	0
12.400664	0.795819	city	6	1	0.556138	0.556138	0	1	0	0	CorrectCommission	2.212179	1.508470	0
13.196495	0.795842	city	9	1	0.698474	0.698474	0	1	0	0	CorrectCommission	0.920376	1.365395	0
13.992290	0.795748	city	7	1	0.698378	0.698378	0	1	0	0	CorrectCommission	0.921246	1.228642	0
14.788083	0.795839	city	6	1	0.798529	0.798529	0	1	0	0	CorrectCommission	0.012303	1.101162	0
15.583908	0.795809	city	8	1	0.757180	0.757180	0	1	0	0	CorrectCommission	0.387574	0.985751	0
16.379709	0.795795	city	10	1	0.797829	0.797829	0	1	0	0	CorrectCommission	0.018655	0.884584	0
17.175468	0.795723	mountain	5	0	0.000000	0.827520	1	0	0	0	CorrectOmission	0.250804	0.799045	0
17.971252	0.795845	city	10	1	0.798577	0.798577	0	1	0	0	CorrectCommission	0.011866	0.729584	1
18.767092	0.795833	city	8	1	0.663330	0.663330	0	1	0	0	CorrectCommission	1.239333	0.675749	1
19.562922	0.795824	mountain	2	0	0.000000	0.664481	1	0	0	0	CorrectOmission	1.228889	0.636254	1
20.358702	0.795737	city	5	1	0.757614	0.757614	0	1	0	0	CorrectCommission	0.383635	0.609333	1
21.154503	0.795865	city	6	1	0.898316	0.898316	0	1	0	0	CorrectCommission	0.893330	0.592895	1
21.950331	0.795790	city	9	1	0.797787	0.797787	0	1	0	0	CorrectCommission	0.019039	0.584778	1
22.746109	0.795766	city	3	1	0.708510	0.708510	0	1	0	0	CorrectCommission	0.829289	0.582930	1
23.541874	0.795766	city	9	1	0.808183	0.808183	0	1	0	0	CorrectCommission	0.075315	0.585461	1
24.337683	0.795851	city	10	1	0.798539	0.798539	0	1	0	0	CorrectCommission	0.012216	0.590833	1
25.133474	0.795733	city	3	1	0.858191	0.858191	0	1	0	0	CorrectCommission	0.529167	0.597797	1
25.929247	0.795810	city	9	1	0.907180	0.907180	0	1	0	0	CorrectCommission	0.973779	0.605368	1
26.725096	0.795889	city	5	1	0.649011	0.649011	0	1	0	0	CorrectCommission	1.369291	0.612925	1
27.520897	0.795712	city	4	1	0.748728	0.748728	0	1	0	0	CorrectCommission	0.464287	0.620096	1
28.316669	0.795833	city	1	1	0.699500	0.699500	0	1	0	0	CorrectCommission	0.911066	0.626881	1
29.112463	0.795756	city	6	1	0.900827	0.900827	0	1	0	0	CorrectCommission	0.916119	0.633415	1
29.908293	0.795902	city	8	1	0.748181	0.748181	0	1	0	0	CorrectCommission	0.469250	0.639943	1
30.704145	0.795805	city	1	1	0.798819	0.798819	0	1	0	0	CorrectCommission	0.009671	0.646785	1
31.499928	0.795757	city	6	1	0.847762	0.847762	0	1	0	0	CorrectCommission	0.434516	0.654193	1
32.295723	0.795835	city	3	1	0.799138	0.799138	0	1	0	0	CorrectCommission	0.006780	0.662323	1
33.091534	0.795785	city	4	1	0.947778	0.947778	0	1	0	0	CorrectCommission	1.342237	0.671227	1
33.887344	0.795837	city	8	1	0.897928	0.897928	0	1	0	0	CorrectCommission	0.889812	0.680737	1
34.683132	0.795741	mountain	4	0	0.000000	0.906121	1	0	0	0	CorrectOmission	0.964164	0.690686	1
35.478889	0.795773	city	2	1	0.897842	0.897842	0	1	0	0	CorrectCommission	0.889029	0.700865	1
36.274700	0.795850	mountain	1	0	0.000000	0.798578	1	0	0	0	CorrectOmission	0.011857	0.711056	1
37.070545	0.795843	city	4	1	0.703518	0.703518	0	1	0	0	CorrectCommission	0.874601	0.721120	1
37.866360	0.795782	city	1	1	0.707847	0.707847	0	1	0	0	CorrectCommission	0.835310	0.730960	1
38.662140	0.795781	mountain	3	0	0.000000	0.695919	1	0	0	0	CorrectOmission	0.943563	0.740561	1
39.457939	0.795815	city	1	1	0.762604	0.762604	0	1	0	0	CorrectCommission	0.338349	0.749980	1
40.253738	0.795788	city	3	1	1.002772	1.002772	0	1	0	0	CorrectCommission	1.841343	0.759278	1
41.049686	0.796109	city	10	1	0.812444	0.812444	0	1	0	0	CorrectCommission	0.113980	0.768447	1
41.845493	0.795505	city	8	1	0.797711	0.797711	0	1	0	0	CorrectCommission	0.019734	0.777550	1
42.641148	0.795798	city	10	1	0.765040	0.765040	0	1	0	0	CorrectCommission	0.316241	0.786523	0
43.436928	0.795766	city	2	1	1.047529	1.047529	0	1	0	0	CorrectCommission	2.247543	0.795225	0
44.232723	0.795819	city	4	1	0.897842	0.897842	0	1	0	0	CorrectCommission	0.889032	0.803463	0
45.028507	0.795751	city	3	1	0.752927	0.752927	0	1	0	0	CorrectCommission	0.426178	0.811265	0
45.824287	0.795806	city	9	1	0.850048	0.850048	0	1	0	0	CorrectCommission	0.455264	0.818735	0
46.620094	0.795811	city	3	1	0.749147	0.749147	0	1	0	0	CorrectCommission	0.460479	0.826177	0
47.415894	0.795788	city	1	1	0.956568	0.956568	0	1	0	0	CorrectCommission	1.422008	0.834163	0
48.211720	0.795862	city	6	1	0.997134	0.997134	0	1	0	0	CorrectCommission	1.790173	0.843410	0
49.007545	0.795795	city	8	1	0.809152	0.809152	0	1	0	0	CorrectCommission	0.084108	0.854755	0
49.803349	0.795811	city	2	1	0.698698	0.698698	0	1	0	0	CorrectCommission	0.918347	0.869115	0
50.599178	0.795845	city	7	1	0.901125	0.901125	0	1	0	0	CorrectCommission	0.918821	0.887144	0
51.394955	0.795708	city	8	1	0.698934	0.698934	0	1	0	0	CorrectCommission	0.916201	0.909266	0
52.190750	0.795884	city	2	1	0.748318	0.748318	0	1	0	0	CorrectCommission	0.468003	0.935425	0
52.986584	0.795780	city	1	1	0.750852	0.750852	0	1	0	0	CorrectCommission	0.445009	0.965073	0
53.782387	0.795828	city	8	1	0.854386	0.854386	0	1	0	0	CorrectCommission	0.494638	0.997186	0
54.578201	0.795806	mountain	8	0	0.000000	0.876807	1	0	0	0	CorrectOmission	0.698125	1.030317	0
55.373951	0.795692	city	8	1	0.897817	0.897817	0	1	0	0	CorrectCommission	0.888803	1.062817	0
56.169727	0.795860	city	3	1	0.997117	0.997117	0	1	0	0	CorrectCommission	1.790020	1.093063	0
56.965576	0.795837	mountain	8	0	0.000000	1.062530	1	0	0	0	CorrectOmission	2.383692	1.119725	0
57.761532	0.796072	city	4	1	1.047042	1.047042	0	1	0	0	CorrectCommission	2.243122	1.141793	0
58.557339	0.795543	city	6	1	0.903636	0.903636	0	1	0	0	CorrectCommission	0.941613	1.158830	0
59.352993	0.795763	city	8	1	0.698479	0.698479	0	1	0	0	CorrectCommission	0.920335	1.170881	0
60.148781	0.795814	city	2	1	0.705866	0.705866	0	1	0	0	CorrectCommission	0.853284	1.178310	0
60.944553	0.795732	mountain	8	0	0.000000	0.778222	1	0	0	0	CorrectOmission	0.196606	1.181592	0
61.740349	0.795864	city	8	1	0.897867	0.897867	0	1	0	0	CorrectCommission	0.889257	1.181228	0
62.536182	0.795804	city	7	1	1.047123	1.047123	0	1	0	0	CorrectCommission	2.243863	1.177525	0
63.331993	0.795816	city	9	1	0.665036	0.665036	0	1	0	0	CorrectCommission	1.223854	1.170564	0
64.127769	0.795741	city	1	1	0.699355	0.699355	0	1	0	0	CorrectCommission	0.912384	1.160238	0
64.923576	0.795876	city	9	1	0.848647	0.848647	0	1	0	0	CorrectCommission	0.442553	1.146298	0
65.719414	0.795797	city	5	1	0.648474	0.648474	0	1	0	0	CorrectCommission	1.374164	1.128480	0
66.515198	0.795761	city	6	1	1.097029	1.097029	0	1	0	0	CorrectCommission	2.696790	1.106681	0
67.311134	0.796115	city	3	1	0.649969	0.649969	0	1	0	0	CorrectCommission	1.360596	1.081054	0
68.106941	0.795505	city	6	1	0.709315	0.709315	0	1	0	0	CorrectCommission	0.821982	1.052180	0
68.902596	0.795802	city	5	1	0.699971	0.699971	0	1	0	0	CorrectCommission	0.906789	1.021003	0
69.698410	0.795827	city	8	1	0.848526	0.848526	0	1	0	0	CorrectCommission	0.441449	0.988693	0
70.494225	0.795796	city	5	1	0.847495	0.847495	0	1	0	0	CorrectCommission	0.432094	0.956632	0
71.290009	0.795773	city	2	1	0.897317	0.897317	0	1	0	0	CorrectCommission	0.884265	0.926185	0
72.085945	0.796107	city	9	1	1.046452	1.046452	0	1	0	0	CorrectCommission	2.237771	0.898542	0
72.881729	0.795458	city	8	1	0.848535	0.848535	0	1	0	0	CorrectCommission	0.441530	0.874587	0
73.677353	0.795793	city	10	1	0.752699	0.752699	0	1	0	0	CorrectCommission	0.428244	0.854913	0
74.473175	0.795840	city	9	1	0.805440	0.805440	0	1	0	0	CorrectCommission	0.050418	0.839588	0
75.268974	0.795758	city	5	1	0.713297	0.713297	0	1	0	0	CorrectCommission	0.785846	0.828290	0
76.064751	0.795806	city	8	1	0.897989	0.897989	0	1	0	0	CorrectCommission	0.890364	0.820333	0
76.860558	0.795801	city	1	1	0.847918	0.847918	0	1	0	0	CorrectCommission	0.435936	0.814859	0
77.656364	0.795809	city	10	1	0.897424	0.897424	0	1	0	0	CorrectCommission	0.885233	0.810944	0
78.452202	0.795875	city	6	1	1.047145	1.047145	0	1	0	0	CorrectCommission	2.244060	0.807767	0
79.248024	0.795769	city	5	1	0.748459	0.748459	0	1	0	0	CorrectCommission	0.466728	0.804689	0
80.043793	0.795764	city	10	1	0.698736	0.698736	0	1	0	0	CorrectCommission	0.917999	0.801369	0
80.839607	0.795872	city	4	1	0.863121	0.863121	0	1	0	0	CorrectCommission	0.573916	0.797684	0
81.635445	0.795793	city	3	1	0.763776	0.763776	0	1	0	0	CorrectCommission	0.327713	0.793774	0
