onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone
8.421959	0.796104	city	2	1	0.511868	0.511868	0	1	0	0	CorrectCommission	2.223935	2.223935	0
9.217771	0.795520	city	8	1	0.702417	0.702417	0	1	0	0	CorrectCommission	0.340699	2.028593	0
10.013417	0.795773	city	5	1	0.708254	0.708254	0	1	0	0	CorrectCommission	0.283010	1.838385	0
10.809180	0.795753	city	10	1	0.655262	0.655262	0	1	0	0	CorrectCommission	0.806739	1.658003	0
11.605123	0.796132	city	2	1	0.616054	0.616054	0	1	0	0	CorrectCommission	1.194240	1.491520	0
12.400931	0.795487	city	6	1	0.599050	0.599050	0	1	0	0	CorrectCommission	1.362290	1.342241	0
13.196592	0.795835	mountain	1	1	0.555578	0.555578	0	0	1	0	CommissionError	1.791935	1.212578	0
13.992384	0.795747	mountain	7	0	0.000000	0.620190	1	0	0	0	CorrectOmission	1.153366	1.103997	0
14.788178	0.795842	city	10	1	0.699023	0.699023	0	1	0	0	CorrectCommission	0.374244	1.017069	0
15.584004	0.795810	city	1	1	0.698214	0.698214	0	1	0	0	CorrectCommission	0.382232	0.951467	0
16.379827	0.795838	city	2	1	0.716762	0.716762	0	1	0	0	CorrectCommission	0.198926	0.906011	0
17.175619	0.795746	city	10	1	0.698226	0.698226	0	1	0	0	CorrectCommission	0.382118	0.878713	0
17.971403	0.795821	city	4	1	0.847721	0.847721	0	1	0	0	CorrectCommission	1.095367	0.866842	0
18.767370	0.796111	city	5	1	0.748537	0.748537	0	1	0	0	CorrectCommission	0.115117	0.867053	0
19.563150	0.795450	mountain	4	0	0.000000	0.649137	1	0	0	0	CorrectOmission	0.867271	0.875602	0
20.358807	0.795865	city	10	1	0.649064	0.649064	0	1	0	0	CorrectCommission	0.868000	0.888499	0
21.154606	0.795733	city	7	1	0.847858	0.847858	0	1	0	0	CorrectCommission	1.096729	0.901836	0
21.950407	0.795866	city	10	1	0.848282	0.848282	0	1	0	0	CorrectCommission	1.100912	0.912022	0
22.746370	0.796060	city	3	1	0.798545	0.798545	0	1	0	0	CorrectCommission	0.609360	0.916102	0
23.542139	0.795478	city	7	1	0.847470	0.847470	0	1	0	0	CorrectCommission	1.092895	0.912026	0
24.337952	0.796149	city	2	1	1.047297	1.047297	0	1	0	0	CorrectCommission	3.067816	0.898709	0
25.133749	0.795446	city	9	1	0.915780	0.915780	0	1	0	0	CorrectCommission	1.768012	0.876101	0
25.929550	0.796157	city	4	1	0.797809	0.797809	0	1	0	0	CorrectCommission	0.602085	0.845265	0
26.725391	0.795526	city	3	1	0.748735	0.748735	0	1	0	0	CorrectCommission	0.117077	0.808083	0
27.521048	0.795783	city	6	1	0.712703	0.712703	0	1	0	0	CorrectCommission	0.239039	0.766924	0
28.316996	0.796113	city	7	1	0.699392	0.699392	0	1	0	0	CorrectCommission	0.370591	0.724326	1
29.112801	0.795499	city	2	1	0.799362	0.799362	0	1	0	0	CorrectCommission	0.617428	0.682699	1
29.908596	0.796093	city	3	1	0.757637	0.757637	0	1	0	0	CorrectCommission	0.205049	0.644087	1
30.704403	0.795520	city	1	1	0.815837	0.815837	0	1	0	0	CorrectCommission	0.780252	0.610018	1
31.500063	0.795800	city	8	1	0.799021	0.799021	0	1	0	0	CorrectCommission	0.614055	0.581393	1
32.295860	0.795790	city	1	1	0.798410	0.798410	0	1	0	0	CorrectCommission	0.608021	0.558557	1
33.091789	0.796072	city	5	1	0.797703	0.797703	0	1	0	0	CorrectCommission	0.601035	0.541337	1
33.887573	0.795497	city	8	1	0.800593	0.800593	0	1	0	0	CorrectCommission	0.629596	0.529147	1
34.683258	0.795868	city	7	1	0.748895	0.748895	0	1	0	0	CorrectCommission	0.118653	0.521131	1
35.479046	0.795710	city	4	1	0.798627	0.798627	0	1	0	0	CorrectCommission	0.610165	0.516286	1
36.274837	0.795876	city	6	1	0.757433	0.757433	0	1	0	0	CorrectCommission	0.203041	0.513583	1
37.070808	0.796064	city	4	1	0.748056	0.748056	0	1	0	0	CorrectCommission	0.110362	0.512110	1
37.866577	0.795473	city	10	1	0.766608	0.766608	0	1	0	0	CorrectCommission	0.293720	0.511156	1
38.662231	0.795834	city	2	1	0.866144	0.866144	0	1	0	0	CorrectCommission	1.277454	0.510311	1
39.458061	0.795826	city	8	1	0.807534	0.807534	0	1	0	0	CorrectCommission	0.698199	0.509444	1
