onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	ThoughtProbe	ThoughtProbe_Interpolated
0.653007	1.279536	city	2	1	1.390907	1.390907	0	1	0	0	CorrectCommission	0.567829	0.567829	1	0	72
1.932627	1.279703	city	1	1	1.554202	1.554202	0	1	0	0	CorrectCommission	1.253166	0.581126	1	0	72
3.212251	1.279543	city	5	1	1.294803	1.294803	0	1	0	0	CorrectCommission	0.164483	0.594417	1	0	72
4.498485	1.292925	mountain	7	0	0.000000	1.234798	1	0	0	0	CorrectOmission	0.087351	0.607677	1	0	72
5.784750	1.279606	city	1	1	1.341442	1.341442	0	1	0	0	CorrectCommission	0.360227	0.620711	1	0	72
7.064283	1.279458	city	9	1	1.581988	1.581988	0	1	0	0	CorrectCommission	1.369783	0.633194	1	0	72
8.343770	1.279516	city	4	1	1.231125	1.231125	0	1	0	0	CorrectCommission	0.102769	0.644688	1	0	72
9.636692	1.306326	city	9	1	1.108308	1.108308	0	1	0	0	CorrectCommission	0.618223	0.654842	1	0	72
10.929679	1.279648	mountain	3	0	0.000000	1.057850	1	0	0	0	CorrectOmission	0.829992	0.663354	1	0	72
12.215921	1.292837	city	8	1	0.981794	0.981794	0	1	0	0	CorrectCommission	1.149194	0.670124	1	0	72
13.508747	1.292814	city	1	1	0.782183	0.782183	0	1	0	0	CorrectCommission	1.986951	0.675272	1	0	72
14.794990	1.279672	city	7	1	1.228879	1.228879	0	1	0	0	CorrectCommission	0.112195	0.679038	1	0	72
16.074612	1.279574	city	2	1	1.228759	1.228759	0	1	0	0	CorrectCommission	0.112696	0.681789	1	0	72
17.354147	1.279495	city	7	1	1.247764	1.247764	0	1	0	0	CorrectCommission	0.032934	0.683761	1	0	72
18.640438	1.293089	city	5	1	1.181401	1.181401	0	1	0	0	CorrectCommission	0.311455	0.685007	1	0	72
19.926689	1.279414	city	9	1	0.937111	0.937111	0	1	0	0	CorrectCommission	1.336729	0.685347	1	0	72
21.206177	1.279560	city	3	1	1.288065	1.288065	0	1	0	0	CorrectCommission	0.136207	0.684382	1	0	72
22.485773	1.279632	mountain	3	0	0.000000	1.470349	1	0	0	0	CorrectOmission	0.901240	0.681726	1	0	72
23.772026	1.292875	city	3	1	1.556879	1.556879	0	1	0	0	CorrectCommission	1.264403	0.677054	1	0	72
