onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	ThoughtProbe	ThoughtProbe_Interpolated
0.652986	1.279549	city	2	1	1.176679	1.176679	0	1	0	0	CorrectCommission	0.165667	0.165667	1	0	70
1.932549	1.279578	city	6	1	1.085673	1.085673	0	1	0	0	CorrectCommission	0.221859	0.245758	1	0	70
3.212129	1.279582	mountain	7	0	0.000000	1.210122	1	0	0	0	CorrectOmission	0.308075	0.323332	1	0	70
4.491707	1.279574	city	7	1	1.305555	1.305555	0	1	0	0	CorrectCommission	0.714454	0.395960	1	0	70
5.771285	1.279582	city	8	1	1.127502	1.127502	0	1	0	0	CorrectCommission	0.043738	0.461398	1	0	70
7.050869	1.279586	city	5	1	0.858370	0.858370	0	1	0	0	CorrectCommission	1.189766	0.517757	1	0	70
8.343708	1.306093	city	7	1	1.008092	1.008092	0	1	0	0	CorrectCommission	0.552215	0.563536	1	0	70
9.636615	1.279721	city	1	1	1.017857	1.017857	0	1	0	0	CorrectCommission	0.510633	0.597870	1	0	70
10.916277	1.279602	city	3	1	0.872057	0.872057	0	1	0	0	CorrectCommission	1.131485	0.620577	1	0	70
12.195868	1.279580	city	5	1	0.712047	0.712047	0	1	0	0	CorrectCommission	1.812845	0.632232	1	0	70
13.475444	1.279572	city	1	1	0.929690	0.929690	0	1	0	0	CorrectCommission	0.886070	0.634127	1	0	70
14.755017	1.279575	mountain	5	0	0.000000	1.072724	1	0	0	0	CorrectOmission	0.276998	0.628210	1	0	70
16.034597	1.279585	city	10	1	1.178411	1.178411	0	1	0	0	CorrectCommission	0.173043	0.616835	1	0	70
17.314182	1.279582	city	2	1	1.284014	1.284014	0	1	0	0	CorrectCommission	0.622726	0.602526	1	0	70
18.593760	1.279575	city	7	1	1.236277	1.236277	0	1	0	0	CorrectCommission	0.419449	0.587677	1	0	70
19.873293	1.279489	city	4	1	1.285123	1.285123	0	1	0	0	CorrectCommission	0.627446	0.574327	1	0	70
21.159525	1.292977	city	10	1	1.049628	1.049628	0	1	0	0	CorrectCommission	0.375347	0.563945	1	0	70
22.445812	1.279599	city	3	1	1.284162	1.284162	0	1	0	0	CorrectCommission	0.623356	0.557364	1	0	70
23.725378	1.279530	city	7	1	1.177491	1.177491	0	1	0	0	CorrectCommission	0.169124	0.554730	1	0	70
25.004957	1.279630	city	1	1	1.036943	1.036943	0	1	0	0	CorrectCommission	0.429360	0.555619	1	0	70
26.284555	1.279565	mountain	6	1	1.230165	1.230165	0	0	1	0	CommissionError	0.393424	0.559170	1	0	70
27.564123	1.279571	city	7	1	1.283757	1.283757	0	1	0	0	CorrectCommission	0.621633	0.564327	1	0	70
28.843695	1.279573	city	1	1	1.250000	1.250000	0	1	0	0	CorrectCommission	0.477884	0.570028	1	0	70
30.123283	1.279605	city	10	1	1.342657	1.342657	0	1	0	0	CorrectCommission	0.872443	0.575433	1	0	70
31.402815	1.279458	city	2	1	1.554416	1.554416	0	1	0	0	CorrectCommission	1.774162	0.580043	1	0	70
32.682388	1.279685	city	3	1	1.182776	1.182776	0	1	0	0	CorrectCommission	0.191632	0.583757	1	0	70
33.961937	1.279414	city	9	1	1.045505	1.045505	0	1	0	0	CorrectCommission	0.392903	0.586899	1	0	70
35.241497	1.279709	city	4	1	1.075215	1.075215	0	1	0	0	CorrectCommission	0.266388	0.589980	1	0	70
36.521168	1.279629	city	7	1	1.303226	1.303226	0	1	0	0	CorrectCommission	0.704534	0.593608	1	0	70
37.800774	1.279584	city	9	1	1.088670	1.088670	0	1	0	0	CorrectCommission	0.209096	0.598330	1	0	70
39.087009	1.292886	city	1	1	1.001222	1.001222	0	1	0	0	CorrectCommission	0.581469	0.604551	1	0	70
40.373249	1.279597	city	3	1	1.201113	1.201113	0	1	0	0	CorrectCommission	0.269715	0.612444	1	0	70
41.659492	1.292888	mountain	5	0	0.000000	1.302517	1	0	0	0	CorrectOmission	0.701516	0.622036	1	0	70
42.945724	1.279577	city	4	1	1.349959	1.349959	0	1	0	0	CorrectCommission	0.903535	0.633272	1	0	70
44.225281	1.279532	city	7	1	1.387965	1.387965	0	1	0	0	CorrectCommission	1.065374	0.646107	1	0	70
45.504707	1.279321	city	6	1	1.286343	1.286343	0	1	0	0	CorrectCommission	0.632643	0.660568	1	0	70
46.784195	1.279656	city	10	1	1.242443	1.242443	0	1	0	0	CorrectCommission	0.445707	0.676806	1	0	70
48.063934	1.279822	city	8	1	1.396535	1.396535	0	1	0	0	CorrectCommission	1.101866	0.694999	1	0	70
49.350288	1.292891	city	3	1	1.200773	1.200773	0	1	0	0	CorrectCommission	0.268265	0.715268	1	0	70
50.636536	1.279603	city	7	1	1.032733	1.032733	0	1	0	0	CorrectCommission	0.447287	0.737587	1	0	70
51.916119	1.279559	city	6	1	0.860426	0.860426	0	1	0	0	CorrectCommission	1.181011	0.761644	1	0	70
53.195686	1.279579	city	2	1	1.093770	1.093770	0	1	0	0	CorrectCommission	0.187377	0.786790	1	0	70
54.475269	1.279587	city	5	1	1.076231	1.076231	0	1	0	0	CorrectCommission	0.262063	0.812136	1	0	70
55.761524	1.292919	city	10	1	1.210390	1.210390	0	1	0	0	CorrectCommission	0.309217	0.836639	0	0	70
