onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	ThoughtProbe	ThoughtProbe_Interpolated
0.679639	1.332829	city	6	1	1.241519	1.241519	0	1	0	0	CorrectCommission	0.416162	0.416162	1	0	11
1.985796	1.279484	city	5	1	1.076519	1.076519	0	1	0	0	CorrectCommission	0.991291	0.498895	1	0	11
3.265386	1.279695	city	8	1	1.247738	1.247738	0	1	0	0	CorrectCommission	0.394485	0.578857	1	0	11
4.551687	1.292908	city	3	1	1.085167	1.085167	0	1	0	0	CorrectCommission	0.961146	0.653549	1	0	11
5.851179	1.306075	city	8	1	1.010198	1.010198	0	1	0	0	CorrectCommission	1.222460	0.720928	1	0	11
7.144101	1.279768	city	9	1	0.993244	0.993244	0	1	0	0	CorrectCommission	1.281555	0.779582	1	0	11
8.423762	1.279554	city	7	1	0.970352	0.970352	0	1	0	0	CorrectCommission	1.361347	0.828750	0	0	11
9.710013	1.292948	city	3	1	1.152769	1.152769	0	1	0	0	CorrectCommission	0.725510	0.868253	0	0	11
10.996268	1.279563	mountain	10	0	0.000000	1.149231	1	0	0	0	CorrectOmission	0.737844	0.898375	0	0	11
12.402382	1.532663	city	2	1	1.189549	1.189549	0	1	0	0	CorrectCommission	0.597311	0.919686	0	0	11
13.808491	1.279556	city	7	1	1.503535	1.503535	0	1	0	0	CorrectCommission	0.497125	0.932936	0	0	11
15.088058	1.279579	city	2	1	1.670843	1.670843	0	1	0	0	CorrectCommission	1.080298	0.938972	0	0	11
16.381050	1.306406	mountain	7	0	0.000000	1.762438	1	0	0	0	CorrectOmission	1.399566	0.938690	0	0	11
17.673969	1.279431	city	7	0	0.000000	1.789313	0	0	0	1	OmissionError	1.493241	0.933113	0	0	11
18.960209	1.293051	city	3	0	0.000000	1.762459	0	0	0	1	OmissionError	1.399637	0.923399	0	0	11
20.246525	1.279578	city	8	0	0.000000	1.692867	0	0	0	1	OmissionError	1.157065	0.910881	0	0	11
21.526114	1.279601	city	7	0	0.000000	1.591528	0	0	0	1	OmissionError	0.803838	0.896982	0	0	11
22.812319	1.292810	city	1	0	0.000000	1.469436	0	0	0	1	OmissionError	0.378269	0.883128	0	0	11
24.098566	1.279682	city	4	1	1.337580	1.337580	0	1	0	0	CorrectCommission	0.081329	0.870629	0	0	11
25.384857	1.292903	city	7	1	1.206954	1.206954	0	1	0	0	CorrectCommission	0.536645	0.860555	0	0	11
26.671015	1.279410	city	9	0	0.000000	1.575381	0	0	0	1	OmissionError	0.747554	0.853623	0	0	11
27.950584	1.279730	city	10	1	1.881234	1.881234	0	1	0	0	CorrectCommission	1.813642	0.850224	0	0	11
29.230156	1.279415	city	2	1	1.562885	1.562885	0	1	0	0	CorrectCommission	0.703998	0.850405	0	0	11
30.516407	1.293086	city	8	1	1.189635	1.189635	0	1	0	0	CorrectCommission	0.597012	0.853991	0	0	11
31.802694	1.279487	city	2	0	0.000000	1.054396	0	0	0	1	OmissionError	1.068402	0.860602	0	0	11
33.082230	1.279586	city	5	0	0.000000	1.073601	0	0	0	1	OmissionError	1.001460	0.869659	0	0	11
34.361778	1.279509	city	1	0	0.000000	1.163682	0	0	0	1	OmissionError	0.687474	0.880441	0	0	11
35.648067	1.293069	city	2	0	0.000000	1.241068	0	0	0	1	OmissionError	0.417733	0.892087	0	0	11
36.947624	1.306049	city	8	1	1.222193	1.222193	0	1	0	0	CorrectCommission	0.483525	0.903563	0	0	11
38.240479	1.279654	city	7	1	1.023488	1.023488	0	1	0	0	CorrectCommission	1.176137	0.913713	0	0	11
39.520111	1.279614	city	8	1	0.926109	0.926109	0	1	0	0	CorrectCommission	1.515563	0.921292	0	0	11
40.799736	1.279636	city	4	1	1.076293	1.076293	0	1	0	0	CorrectCommission	0.992077	0.925083	0	0	11
42.092674	1.306238	city	3	1	1.008367	1.008367	0	1	0	0	CorrectCommission	1.228843	0.924016	0	0	11
42.745792	12.262601	break	0	0	0.000000	1.473451	0	0	0	0	ThoughtProbe	0.392264	0.917246	0	11	11
55.654846	1.292904	city	9	1	1.855101	1.855101	0	1	0	0	CorrectCommission	1.722553	0.904301	0	0	1.141304e+01
56.947769	1.292942	city	1	1	1.536873	1.536873	0	1	0	0	CorrectCommission	0.613331	0.885125	0	0	1.182609e+01
58.233955	1.279436	city	9	1	1.512971	1.512971	0	1	0	0	CorrectCommission	0.530018	0.860237	0	0	1.223913e+01
59.520203	1.293057	mountain	2	0	0.000000	1.698266	1	0	0	0	CorrectOmission	1.175884	0.830714	0	0	1.265217e+01
60.806435	1.279407	city	2	1	1.823120	1.823120	0	1	0	0	CorrectCommission	1.611078	0.798197	0	0	1.306522e+01
62.086021	1.279767	city	6	1	1.617897	1.617897	0	1	0	0	CorrectCommission	0.895748	0.764805	1	0	1.347826e+01
