onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	ThoughtProbe	ThoughtProbe_Interpolated
0.652890	1.279678	city	3	1	1.447436	1.447436	0	1	0	0	CorrectCommission	0.339277	0.339277	1	0	100
1.932395	1.279331	city	7	1	1.391748	1.391748	0	1	0	0	CorrectCommission	0.111428	0.338641	1	0	100
3.211921	1.279721	city	10	1	1.262325	1.262325	0	1	0	0	CorrectCommission	1.158899	0.338416	1	0	100
4.491568	1.279573	city	6	1	1.389198	1.389198	0	1	0	0	CorrectCommission	0.132068	0.339010	1	0	100
5.771213	1.279718	city	5	1	1.401236	1.401236	0	1	0	0	CorrectCommission	0.034637	0.340908	1	0	100
7.070763	1.319382	city	6	1	1.340865	1.340865	0	1	0	0	CorrectCommission	0.523240	0.344581	1	0	100
8.370280	1.279652	mountain	2	0	0.000000	1.418480	1	0	0	0	CorrectOmission	0.104927	0.350459	1	0	100
9.649961	1.279710	city	2	1	1.488039	1.488039	0	1	0	0	CorrectCommission	0.667893	0.358885	1	0	100
10.936180	1.292728	city	7	1	1.403500	1.403500	0	1	0	0	CorrectCommission	0.016311	0.369982	1	0	100
12.222322	1.279558	city	5	1	1.392940	1.392940	0	1	0	0	CorrectCommission	0.101782	0.383654	1	0	100
13.508583	1.292963	city	3	1	1.457030	1.457030	0	1	0	0	CorrectCommission	0.416920	0.399510	1	0	100
14.794853	1.279577	city	8	1	1.463859	1.463859	0	1	0	0	CorrectCommission	0.472193	0.416916	1	0	100
16.074488	1.279690	city	9	1	1.393767	1.393767	0	1	0	0	CorrectCommission	0.095086	0.435062	1	0	100
17.354113	1.279560	city	1	1	1.337889	1.337889	0	1	0	0	CorrectCommission	0.547325	0.453098	1	0	100
18.633623	1.279461	mountain	6	0	0.000000	1.460978	1	0	0	0	CorrectOmission	0.448875	0.470251	1	0	100
19.913145	1.279584	city	5	1	1.578800	1.578800	0	1	0	0	CorrectCommission	1.402449	0.485989	1	0	100
21.192719	1.279565	mountain	6	0	0.000000	1.507121	1	0	0	0	CorrectOmission	0.822327	0.500085	1	0	100
22.472366	1.279727	city	3	1	1.395672	1.395672	0	1	0	0	CorrectCommission	0.079672	0.512743	1	0	100
23.751951	1.279443	city	5	1	1.394181	1.394181	0	1	0	0	CorrectCommission	0.091735	0.524538	1	0	100
25.031454	1.279562	city	8	1	1.317337	1.317337	0	1	0	0	CorrectCommission	0.713664	0.536324	1	0	100
26.311110	1.279749	city	1	1	1.356419	1.356419	0	1	0	0	CorrectCommission	0.397360	0.549161	1	0	100
27.590752	1.279537	city	7	1	1.499631	1.499631	0	1	0	0	CorrectCommission	0.761709	0.564167	1	0	100
28.870253	1.279462	city	5	1	1.443882	1.443882	0	1	0	0	CorrectCommission	0.310511	0.582381	1	0	100
30.149836	1.279705	city	9	1	1.301807	1.301807	0	1	0	0	CorrectCommission	0.839354	0.604665	1	0	100
31.429485	1.279593	city	1	1	1.336643	1.336643	0	1	0	0	CorrectCommission	0.557410	0.631514	1	0	100
32.709011	1.279460	city	7	1	1.461300	1.461300	0	1	0	0	CorrectCommission	0.451479	0.663031	1	0	100
33.988548	1.279616	city	1	1	1.444114	1.444114	0	1	0	0	CorrectCommission	0.312390	0.698855	1	0	100
35.268139	1.279560	city	3	1	1.447348	1.447348	0	1	0	0	CorrectCommission	0.338567	0.738153	0	0	100
36.547684	1.279532	city	8	1	1.509686	1.509686	0	1	0	0	CorrectCommission	0.843085	0.779683	0	0	100
37.827374	1.279850	city	9	1	1.510757	1.510757	0	1	0	0	CorrectCommission	0.851757	0.821907	0	0	100
39.107025	1.279454	city	7	1	1.581830	1.581830	0	1	0	0	CorrectCommission	1.426974	0.863206	0	0	100
40.386467	1.279422	city	4	1	1.514995	1.514995	0	1	0	0	CorrectCommission	0.886055	0.902029	0	0	100
41.666050	1.279748	mountain	5	0	0.000000	1.543542	1	0	0	0	CorrectOmission	1.117097	0.937093	0	0	100
42.945721	1.279589	city	3	1	1.563054	1.563054	0	1	0	0	CorrectCommission	1.275013	0.967505	0	0	100
44.225307	1.279584	city	9	1	1.469112	1.469112	0	1	0	0	CorrectCommission	0.514712	0.992834	0	0	100
45.504871	1.279548	city	10	1	1.500379	1.500379	0	1	0	0	CorrectCommission	0.767766	1.013109	0	0	100
46.784428	1.279564	city	1	1	1.625991	1.625991	0	1	0	0	CorrectCommission	1.784387	1.028719	0	0	100
48.064022	1.279625	city	3	1	1.649099	1.649099	0	1	0	0	CorrectCommission	1.971404	1.040245	0	0	100
49.350285	1.292902	city	8	1	1.538499	1.538499	0	1	0	0	CorrectCommission	1.076283	1.048319	0	0	100
50.649811	1.306150	city	3	1	1.483752	1.483752	0	1	0	0	CorrectCommission	0.633193	1.053435	0	0	100
51.942707	1.279636	city	10	1	1.403448	1.403448	0	1	0	0	CorrectCommission	0.016736	1.055735	0	0	100
53.228981	1.292919	city	9	1	1.459346	1.459346	0	1	0	0	CorrectCommission	0.435667	1.054937	0	0	100
54.541878	1.332874	city	8	1	1.565260	1.565260	0	1	0	0	CorrectCommission	1.292871	1.050363	0	0	100
55.848072	1.279509	city	10	1	1.567775	1.567775	0	1	0	0	CorrectCommission	1.313221	1.041080	0	0	100
57.127617	1.279581	city	8	1	1.565001	1.565001	0	1	0	0	CorrectCommission	1.290769	1.026169	0	0	100
61.219612	6.904413	break	0	0	0.000000	1.656314	0	0	0	0	ThoughtProbe	2.029801	1.004932	0	100	100
65.311661	1.279683	city	3	1	1.685763	1.685763	0	1	0	0	CorrectCommission	2.268143	0.977110	0	0	9.982353e+01
66.591301	1.279598	city	9	1	1.497396	1.497396	0	1	0	0	CorrectCommission	0.743624	0.943001	0	0	9.964706e+01
67.870880	1.279554	city	4	1	1.443346	1.443346	0	1	0	0	CorrectCommission	0.306171	0.903491	0	0	9.947059e+01
69.150383	1.279457	mountain	8	0	0.000000	1.448994	1	0	0	0	CorrectOmission	0.351888	0.859852	0	0	9.929412e+01
70.429962	1.279695	city	8	1	1.452035	1.452035	0	1	0	0	CorrectCommission	0.376496	0.813611	0	0	9.911765e+01
71.709595	1.279580	city	6	1	1.390159	1.390159	0	1	0	0	CorrectCommission	0.124284	0.766408	0	0	9.894118e+01
72.989174	1.279573	city	1	1	1.230550	1.230550	0	1	0	0	CorrectCommission	1.416058	0.719872	1	0	9.876471e+01
74.268753	1.279583	city	3	1	1.252335	1.252335	0	1	0	0	CorrectCommission	1.239746	0.675549	1	0	9.858824e+01
75.548271	1.279448	city	5	1	1.283513	1.283513	0	1	0	0	CorrectCommission	0.987410	0.634919	1	0	9.841176e+01
76.827774	1.279571	city	7	1	1.342188	1.342188	0	1	0	0	CorrectCommission	0.512538	0.599323	1	0	9.823529e+01
78.107368	1.279607	city	4	1	1.390308	1.390308	0	1	0	0	CorrectCommission	0.123079	0.569928	1	0	9.805882e+01
79.387009	1.279680	city	7	1	1.407001	1.407001	0	1	0	0	CorrectCommission	0.012023	0.547598	1	0	9.788235e+01
80.666557	1.279410	city	4	1	1.338202	1.338202	0	1	0	0	CorrectCommission	0.544795	0.532750	1	0	9.770588e+01
81.946083	1.279640	city	1	1	1.441577	1.441577	0	1	0	0	CorrectCommission	0.291857	0.525231	1	0	9.752941e+01
83.225716	1.279636	city	10	1	1.389261	1.389261	0	1	0	0	CorrectCommission	0.131559	0.524272	1	0	9.735294e+01
84.505356	1.279640	mountain	7	0	0.000000	1.434340	1	0	0	0	CorrectOmission	0.233286	0.528463	1	0	9.717647e+01
85.784920	1.279489	city	1	1	1.496869	1.496869	0	1	0	0	CorrectCommission	0.739358	0.535851	1	0	97
87.064423	1.279507	city	7	1	1.496902	1.496902	0	1	0	0	CorrectCommission	0.739622	0.544148	1	0	9.682353e+01
88.344040	1.279730	city	4	1	1.367507	1.367507	0	1	0	0	CorrectCommission	0.307617	0.551052	1	0	9.664706e+01
89.623680	1.279557	city	3	1	1.349042	1.349042	0	1	0	0	CorrectCommission	0.457059	0.554586	1	0	9.647059e+01
90.903191	1.279454	city	6	1	1.296399	1.296399	0	1	0	0	CorrectCommission	0.883125	0.553389	1	0	9.629412e+01
92.182716	1.279599	city	7	1	1.177006	1.177006	0	1	0	0	CorrectCommission	1.849415	0.546983	1	0	9.611765e+01
93.462364	1.279695	city	5	1	1.307021	1.307021	0	1	0	0	CorrectCommission	0.797151	0.535872	1	0	9.594118e+01
94.741936	1.279451	city	8	1	1.336888	1.336888	0	1	0	0	CorrectCommission	0.555429	0.521570	1	0	9.576471e+01
96.021515	1.279708	city	7	1	1.441387	1.441387	0	1	0	0	CorrectCommission	0.290322	0.506334	1	0	9.558824e+01
97.301117	1.279503	city	8	1	1.395390	1.395390	0	1	0	0	CorrectCommission	0.081953	0.492802	1	0	9.541176e+01
98.580704	1.279670	city	2	1	1.405113	1.405113	0	1	0	0	CorrectCommission	0.003261	0.483600	1	0	9.523529e+01
99.860313	1.279541	city	4	1	1.460010	1.460010	0	1	0	0	CorrectCommission	0.441042	0.480908	1	0	9.505882e+01
101.140175	1.280190	city	5	1	1.390054	1.390054	0	1	0	0	CorrectCommission	0.125137	0.486081	1	0	9.488235e+01
102.419769	1.278988	city	7	1	1.389427	1.389427	0	1	0	0	CorrectCommission	0.130215	0.499478	1	0	9.470588e+01
103.699059	1.279594	city	4	1	1.407695	1.407695	0	1	0	0	CorrectCommission	0.017637	0.520385	1	0	9.452941e+01
104.978630	1.279544	city	1	1	1.443983	1.443983	0	1	0	0	CorrectCommission	0.311328	0.547153	1	0	9.435294e+01
