onset	duration	trial_type	image_type	Press	ReactionTime	ReactionTime_Interpolated	CorrectOmission	CorrectCommission	CommissionError	OmissionError	response_type	nonsmoothVarianceTimeCourse	VarianceTimeCourse	In_the_Zone	ThoughtProbe	ThoughtProbe_Interpolated
0.672974	1.319525	city	6	1	1.164223	1.164223	0	1	0	0	CorrectCommission	0.432690	0.432690	1	0	85
1.999189	1.332906	city	3	1	1.282337	1.282337	0	1	0	0	CorrectCommission	0.200694	0.486028	1	0	85
3.312071	1.292858	city	10	1	1.092903	1.092903	0	1	0	0	CorrectCommission	0.815142	0.538599	1	0	85
4.618272	1.319542	city	5	1	1.057084	1.057084	0	1	0	0	CorrectCommission	1.007222	0.589730	1	0	85
5.917802	1.279519	city	6	1	0.911249	0.911249	0	1	0	0	CorrectCommission	1.789263	0.638912	1	0	85
7.204114	1.293104	city	4	1	1.298750	1.298750	0	1	0	0	CorrectCommission	0.288711	0.685782	1	0	85
8.510358	1.319385	city	5	1	1.235863	1.235863	0	1	0	0	CorrectCommission	0.048522	0.730125	1	0	85
9.816583	1.293064	city	2	1	1.196304	1.196304	0	1	0	0	CorrectCommission	0.260653	0.771787	0	0	85
11.102906	1.279583	city	6	1	1.124104	1.124104	0	1	0	0	CorrectCommission	0.647825	0.810587	0	0	85
12.382490	1.279585	mountain	4	0	0.000000	1.344571	1	0	0	0	CorrectOmission	0.534427	0.846311	0	0	85
13.662067	1.279568	mountain	8	0	0.000000	1.607375	1	0	0	0	CorrectOmission	1.943710	0.878661	0	0	85
14.941635	1.279569	city	4	1	1.662186	1.662186	0	1	0	0	CorrectCommission	2.237632	0.907290	0	0	85
16.227800	1.292763	city	3	1	1.258674	1.258674	0	1	0	0	CorrectCommission	0.073802	0.931849	0	0	85
17.514053	1.279741	city	8	1	1.071158	1.071158	0	1	0	0	CorrectCommission	0.931751	0.951980	0	0	85
18.813625	1.319404	city	3	1	1.077293	1.077293	0	1	0	0	CorrectCommission	0.898848	0.967248	0	0	85
20.119858	1.293063	city	9	1	1.104951	1.104951	0	1	0	0	CorrectCommission	0.750536	0.977204	0	0	85
21.406181	1.279583	city	1	1	1.127781	1.127781	0	1	0	0	CorrectCommission	0.628110	0.981395	0	0	85
22.699051	1.306156	city	9	1	1.125470	1.125470	0	1	0	0	CorrectCommission	0.640502	0.979403	0	0	85
23.998531	1.292805	city	7	1	0.868606	0.868606	0	1	0	0	CorrectCommission	2.017935	0.970979	0	0	85
25.291485	1.293099	city	3	1	0.827782	0.827782	0	1	0	0	CorrectCommission	2.236851	0.956035	0	0	85
26.577810	1.279552	mountain	9	0	0.000000	1.149458	1	0	0	0	CorrectOmission	0.511868	0.934809	0	0	85
27.857388	1.279601	city	6	1	1.399211	1.399211	0	1	0	0	CorrectCommission	0.827435	0.907882	0	0	85
29.136965	1.279553	city	8	1	1.142623	1.142623	0	1	0	0	CorrectCommission	0.548518	0.876103	0	0	85
30.416451	1.279419	city	9	1	1.123845	1.123845	0	1	0	0	CorrectCommission	0.649215	0.840574	0	0	85
